event_date,variant_id,gender,age,impressions,users,clicks,conversions,purchases,revenue
2011-10-20,test,F,50s,94,1,45,23,287,324.3900000000001
2011-09-29,test,F,50s,469,2,225,114,753,1551.8099999999995
2011-08-28,control,M,30s,192,1,90,50,355,391.30999999999995
2011-07-21,control,F,50s,108,1,50,32,304,746.5699999999999
2011-06-27,control,M,50s,193,1,92,48,152,220.94999999999996
2011-06-29,control,M,20s,36,1,14,8,480,856.32
2011-04-12,test,M,20s,185,1,86,43,358,317.32
2011-01-27,control,M,20s,58,1,29,16,127,305.25
2011-09-16,test,F,50s,203,1,97,46,606,987.7200000000001
2011-06-09,control,M,20s,165,2,79,37,212,437.44000000000017
2011-06-09,control,M,30s,61,1,25,16,130,264.42
2011-01-24,control,M,50s,252,3,108,58,514,768.3000000000002
2011-03-25,test,M,20s,125,1,55,28,158,654.7500000000001
2011-06-06,test,F,30s,235,2,115,58,253,642.5699999999999
2011-05-03,test,F,30s,414,2,201,103,382,701.7100000000002
2010-12-02,control,M,40s,215,1,107,50,142,210.24
2011-10-23,control,F,30s,74,1,37,19,147,196.93000000000004
2011-09-06,test,F,50s,19,1,6,4,78,310.6
2011-08-24,test,F,20s,174,1,86,42,398,424.15000000000003
2011-09-06,control,F,30s,110,2,47,29,116,273.64
2011-11-09,test,F,30s,310,1,154,79,486,446.9799999999998
2011-10-10,control,M,50s,139,2,68,34,3102,2024.2700000000002
2011-09-07,test,M,40s,78,1,47,22,316,353.47999999999996
2011-06-21,test,M,20s,157,1,77,44,271,653.3000000000003
2011-10-24,test,M,40s,249,2,126,63,891,1115.09
2011-09-23,test,M,30s,350,2,160,81,1311,868.8300000000002
2011-01-24,test,M,20s,117,1,63,28,193,573.2099999999998
2011-12-07,control,M,50s,87,3,38,22,836,1862.3999999999994
2011-11-20,test,F,50s,305,2,151,79,243,429.12999999999994
2011-10-23,control,F,20s,131,1,56,30,302,248.60999999999999
2011-12-05,control,F,50s,77,1,40,20,156,328.95000000000005
2011-03-01,test,F,50s,180,2,87,44,326,276.12000000000006
2011-11-24,test,M,30s,44,1,23,12,242,317.5
2011-04-19,control,F,50s,352,2,159,80,997,1726.1799999999994
2011-05-10,test,M,30s,189,1,91,48,61,125.52999999999999
2011-06-01,control,F,50s,148,2,64,35,569,748.7900000000002
2011-01-07,test,M,40s,147,2,70,37,398,835.8000000000001
2011-11-24,test,M,20s,194,3,88,46,498,479.90999999999997
2011-09-23,control,M,30s,111,1,50,29,319,454.10999999999984
2011-05-16,control,M,50s,101,1,54,26,115,120.82000000000002
2011-05-12,control,M,50s,155,1,76,37,406,501.38
2011-11-25,test,F,40s,295,3,137,73,522,1010.3900000000003
2011-05-31,test,F,30s,268,1,131,71,160,197.55000000000007
2011-05-03,test,F,20s,187,2,92,55,218,464.56999999999994
2011-03-16,test,M,50s,258,3,129,66,1132,2553.0300000000007
2011-11-30,control,F,30s,103,2,55,27,159,490.03
2011-11-15,control,M,30s,31,1,13,8,230,135.86
2011-08-11,test,F,40s,149,1,75,35,424,471.3200000000001
2011-04-12,test,F,30s,56,1,30,14,129,293.96
2011-11-21,test,F,20s,86,1,46,22,272,453.0800000000001
2011-06-23,test,F,40s,84,1,38,20,69,127.19000000000007
2011-10-06,test,F,20s,118,2,68,33,347,1052.3200000000002
2011-03-01,test,M,40s,42,1,21,12,255,307.61999999999995
2011-09-12,control,F,50s,66,1,37,17,214,362.17999999999995
2011-01-05,control,M,20s,210,1,90,51,591,1145.3300000000002
2010-12-09,control,F,50s,195,3,110,52,559,1570.4500000000007
2011-09-28,control,M,30s,80,1,41,21,264,308.40000000000003
2011-10-30,test,M,30s,286,1,133,72,192,342.89999999999986
2011-04-10,test,M,50s,116,1,59,26,190,476.49
2011-06-29,control,M,30s,65,1,29,15,44,170.42000000000002
2011-09-04,control,F,20s,101,1,50,27,216,573.4599999999999
2011-10-30,test,M,20s,158,1,87,43,148,269.03
2011-01-26,control,M,40s,108,2,52,26,163,554.55
2011-11-16,control,M,30s,108,1,53,28,200,238.92
2011-06-16,test,F,20s,76,1,35,15,99,263.09
2010-12-08,test,F,50s,349,1,169,86,1665,2671.27
2011-04-12,control,F,50s,81,1,42,22,380,314.52000000000004
2011-01-19,test,F,30s,107,2,49,28,92,478.43
2011-06-22,test,F,40s,78,1,34,20,211,459.8399999999999
2011-11-29,control,F,20s,42,1,16,10,255,310.7800000000001
2011-09-22,control,M,50s,120,1,50,28,278,524.26
2011-09-19,test,F,30s,55,2,27,15,114,307.66
2011-07-10,control,M,40s,67,1,30,15,67,149.01999999999998
2011-03-25,test,M,30s,106,1,45,23,264,357.9100000000001
2011-01-28,control,F,20s,76,1,35,16,63,150.88
2011-09-04,control,F,30s,183,2,82,44,138,417.66
2011-12-04,test,F,30s,80,1,32,20,95,149.81000000000006
2011-12-08,control,F,40s,49,1,26,15,189,186.46999999999997
2011-07-04,control,M,20s,92,1,39,23,421,361.34
2011-08-26,test,M,50s,11,1,3,2,4,185.9
2011-02-18,test,F,30s,4,1,1,1,2,5.1
2011-02-09,control,M,30s,46,1,20,11,61,148.4
2011-11-16,control,M,20s,101,1,47,25,262,409.02
2011-09-13,test,F,30s,165,1,80,42,316,259.90000000000003
2011-10-23,control,M,20s,138,1,65,34,56,111.81000000000003
2011-06-09,test,F,20s,10,1,7,2,16,115.2
2011-12-06,test,F,20s,203,1,98,49,1152,730.38
2011-01-17,test,M,40s,108,2,47,25,247,542.6500000000001
2011-10-28,control,F,30s,28,1,16,7,45,373.65
2011-04-13,control,F,40s,24,1,9,6,50,110.1
2011-08-18,test,F,40s,95,2,48,26,321,639.53
2011-04-05,control,M,50s,10,1,4,2,120,594.0
2011-01-27,test,M,20s,186,1,95,54,171,247.54
2011-09-27,control,F,30s,42,1,17,11,152,305.5400000000001
2011-12-02,test,M,40s,239,4,105,59,623,1253.7099999999991
2011-05-23,test,F,50s,89,1,39,27,109,188.16000000000003
2011-06-22,test,M,50s,146,2,68,42,540,558.37
2011-11-01,test,M,50s,21,1,12,5,382,632.3
2011-01-23,control,M,30s,57,1,24,12,126,514.5
2011-04-15,test,M,20s,91,1,39,19,440,639.48
2011-09-04,test,F,40s,21,1,10,5,93,323.73
2011-03-18,test,F,40s,54,1,25,16,203,302.6
2011-03-10,control,F,50s,100,1,42,29,87,124.95
2011-09-28,control,M,20s,56,1,28,14,52,266.25
2010-12-10,test,M,40s,110,2,50,29,115,343.20000000000005
2011-10-06,test,F,30s,98,1,45,22,178,295.93
2011-05-27,test,M,40s,126,1,62,33,336,559.8699999999999
2011-06-22,control,F,20s,86,1,38,20,112,406.30000000000007
2011-02-25,test,M,30s,87,1,48,20,141,389.50000000000006
2011-04-14,control,F,30s,70,1,34,19,66,128.25
2010-12-16,control,M,20s,66,1,29,16,126,228.5
2011-02-09,control,F,40s,70,1,30,20,372,691.3599999999997
2010-12-07,control,F,50s,21,1,10,5,20,139.0
2011-04-18,test,F,40s,71,1,35,18,157,306.05
2011-05-18,control,M,50s,19,1,9,5,228,259.32000000000005
2011-01-12,test,F,40s,46,2,23,12,430,1603.5
2011-10-28,control,F,20s,28,1,18,8,75,120.38
2011-05-09,test,F,40s,8,1,5,2,26,38.3
2011-12-04,test,F,20s,53,1,25,14,298,442.3
2010-12-07,test,M,30s,5,1,3,1,2,19.9
2011-02-18,control,M,50s,68,1,34,15,149,298.73
2011-09-27,control,F,20s,16,2,6,4,70,389.53999999999996
2011-06-05,test,F,40s,36,2,16,8,251,714.33
2011-07-25,control,F,30s,25,1,10,6,39,106.45000000000002
2011-03-28,test,M,30s,59,1,26,14,183,469.05
2011-07-05,control,M,40s,16,1,9,5,576,1141.2
2011-09-06,control,M,30s,15,1,8,4,48,64.8
2011-03-31,control,M,30s,38,1,14,8,906,375.35
2011-11-16,test,M,40s,25,2,11,7,209,304.16
2011-04-12,test,M,30s,24,1,14,7,180,311.16
2011-02-16,test,M,30s,23,1,13,6,62,77.5
2011-04-26,control,M,50s,29,1,15,8,260,314.91999999999996
2011-06-28,control,F,50s,3,1,1,1,12,51.0
2011-11-23,control,M,40s,12,1,6,2,24,233.39999999999998
2011-04-14,control,F,20s,23,1,10,6,29,258.75
2011-07-12,control,F,30s,9,1,5,2,128,326.4
2011-05-31,test,F,20s,8,1,4,1,96,816.0
2011-11-25,control,F,40s,17,1,8,5,70,151.38000000000002
2011-02-04,test,F,50s,14,1,7,3,118,353.1
2011-08-12,control,M,50s,4,1,2,1,320,528.0
2010-12-01,test,F,20s,4,1,1,1,128,326.4
2011-03-31,control,M,20s,5,1,3,2,4,11.8
2011-09-23,control,F,20s,6,1,4,2,289,306.53000000000003
2011-10-25,control,M,20s,3,1,1,1,288,432.0
2011-09-30,test,M,40s,377,2,179,97,586,741.9500000000004
2011-05-22,test,M,20s,43,1,14,9,132,152.33999999999997
2011-02-22,control,M,20s,176,1,78,44,189,307.25
2011-05-01,control,M,30s,6,1,4,1,18,53.1
2011-12-05,test,F,40s,111,1,58,30,448,369.44
2011-11-16,test,F,30s,628,2,298,160,648,1199.6100000000004
2011-09-25,test,F,20s,111,2,55,31,446,1077.29
2011-12-07,test,F,50s,157,2,67,41,290,495.09000000000003
2011-02-28,test,M,20s,278,1,132,73,446,939.9800000000004
2011-11-06,control,M,50s,386,2,169,96,250,529.37
2011-01-19,control,F,30s,201,1,93,45,133,192.26000000000002
2011-11-07,test,M,40s,538,3,250,134,685,1618.0900000000022
2011-06-13,test,F,50s,85,1,35,20,83,133.91
2011-03-22,test,F,20s,142,1,76,37,172,292.46999999999997
2011-08-02,test,M,20s,900,1,413,219,2529,4008.6200000000013
2011-09-11,control,F,20s,457,2,221,109,594,1429.7700000000002
2011-02-22,control,M,30s,65,1,31,15,169,253.74999999999997
2011-10-12,control,M,20s,181,2,96,46,1094,1762.5400000000002
2011-01-21,test,M,30s,78,1,35,21,226,424.32000000000005
2011-10-28,test,M,30s,184,2,87,45,409,768.3500000000001
2011-12-04,control,F,30s,436,3,228,114,651,1132.59
2011-03-02,control,M,40s,70,2,33,17,223,227.39000000000001
2010-12-16,test,M,40s,325,2,164,79,1154,1594.42
2011-01-24,test,F,50s,174,2,89,45,1344,1450.6200000000001
2011-02-23,control,M,20s,156,2,69,36,751,1011.7999999999998
2011-10-30,control,M,40s,604,3,295,159,845,1747.760000000002
2011-06-30,control,F,30s,203,2,101,49,159,399.8200000000001
2011-07-31,test,F,30s,245,1,111,59,123,220.19999999999996
2011-11-28,control,F,40s,353,1,171,83,663,404.66
2011-09-14,control,M,20s,236,3,117,57,866,877.7900000000003
2011-09-22,control,F,30s,147,1,67,33,434,798.4600000000002
2010-12-14,test,M,20s,379,2,177,89,444,1194.34
2011-05-11,test,F,20s,141,2,63,37,590,863.8500000000001
2011-10-21,control,F,20s,5,1,1,1,600,192.0
2011-04-11,control,M,30s,31,1,12,9,71,151.64999999999998
2011-10-02,test,M,20s,194,1,84,47,217,474.8699999999999
2011-05-25,test,M,20s,186,1,94,52,299,659.3499999999997
2011-01-25,test,M,50s,153,4,73,39,1710,1241.7899999999995
2011-04-21,test,F,30s,200,1,88,50,107,293.20000000000005
2011-07-14,control,M,20s,387,3,180,99,650,1256.7100000000005
2011-10-26,control,M,30s,59,2,30,16,138,230.08
2011-04-27,control,M,30s,130,1,67,30,368,414.1199999999999
2011-01-13,test,M,40s,160,2,75,38,119,406.0
2011-05-19,test,F,30s,298,2,138,75,422,718.5200000000001
2011-10-04,control,M,30s,91,1,48,24,322,489.4199999999999
2010-12-01,control,F,30s,86,1,36,20,111,360.05000000000007
2010-12-05,control,M,40s,406,2,187,101,195,424.35
2011-09-27,test,M,30s,362,3,175,88,1283,1823.3900000000003
2011-11-13,test,M,20s,340,2,171,89,228,473.9499999999999
2011-09-05,control,F,20s,167,1,82,44,573,775.94
2011-12-04,control,F,20s,179,2,83,44,470,822.9099999999999
2011-09-14,control,M,30s,123,1,55,31,272,537.04
2011-11-02,control,F,20s,132,1,65,33,102,303.07
2011-02-07,control,M,40s,343,2,166,84,507,1974.8100000000002
2010-12-13,control,F,50s,69,2,32,18,232,323.19000000000005
2011-05-04,test,F,20s,142,1,70,35,372,1032.4599999999998
2011-07-29,control,F,40s,65,2,30,16,278,413.34
2011-01-04,test,M,20s,263,2,128,65,383,991.8499999999999
2011-04-01,control,F,20s,450,2,208,115,780,1587.9000000000003
2011-02-16,control,F,50s,54,1,26,13,129,348.57000000000005
2011-09-20,test,F,50s,109,1,51,30,269,865.85
2011-10-26,control,F,50s,218,2,112,55,575,1380.4299999999996
2011-09-07,control,F,20s,48,2,25,11,112,170.44
2011-11-02,control,F,30s,74,1,35,18,46,113.48000000000002
2011-11-16,test,F,20s,80,2,35,24,738,726.8799999999999
2011-04-11,control,M,20s,91,1,46,21,218,293.23999999999995
2011-04-27,control,M,20s,106,1,42,26,291,201.19000000000003
2011-08-18,test,M,40s,122,2,70,33,344,572.4300000000001
2011-02-02,control,F,50s,277,1,137,71,396,654.9599999999997
2011-08-10,test,F,30s,126,1,67,31,307,521.4399999999999
2011-11-13,test,M,30s,46,1,19,11,115,330.45000000000005
2011-11-17,control,M,20s,81,3,38,20,251,383.84000000000003
2011-09-19,test,M,30s,235,1,112,51,97,184.82999999999993
2011-10-26,test,F,40s,72,1,35,19,147,344.21999999999997
2011-09-19,test,M,20s,64,2,28,17,337,678.7900000000001
2011-07-01,control,F,50s,29,1,18,9,112,117.68
2011-01-04,control,F,20s,87,1,38,17,26,112.30000000000001
2011-06-15,control,F,30s,399,1,202,99,168,336.10999999999973
2011-03-30,test,F,30s,65,1,28,15,38,245.2
2011-10-02,test,M,30s,346,2,158,84,336,740.0399999999998
2011-08-11,control,F,50s,74,1,36,19,137,292.87000000000006
2011-09-25,test,F,30s,81,1,45,24,281,202.64000000000001
2011-05-11,test,F,30s,80,1,43,20,109,386.37
2011-10-26,test,M,40s,228,3,103,56,1356,2118.200000000001
2011-09-18,test,F,30s,378,2,168,101,279,463.39
2011-01-27,control,F,50s,149,3,76,41,338,1145.4699999999998
2011-06-29,control,F,50s,80,1,36,18,226,474.18000000000006
2011-07-07,control,M,50s,137,2,71,37,232,438.61999999999995
2011-05-25,test,M,30s,35,1,15,9,348,326.52000000000004
2011-09-11,control,F,30s,51,1,22,10,90,384.90000000000003
2011-09-28,test,M,40s,279,2,133,65,488,836.1799999999995
2011-10-04,control,M,20s,80,1,36,19,193,301.87
2011-02-28,control,F,30s,68,1,29,19,270,441.91999999999996
2011-05-04,test,M,20s,114,1,56,33,249,756.7300000000001
2010-12-01,test,M,40s,42,3,22,14,440,535.7199999999999
2011-11-17,control,M,30s,235,1,112,64,116,177.90999999999994
2011-03-23,control,M,50s,124,1,65,32,314,514.3
2011-10-07,test,M,50s,119,2,54,28,7769,13822.119999999999
2011-07-26,test,F,50s,58,2,28,13,150,231.62
2011-01-04,control,M,40s,99,2,48,24,203,278.26000000000005
2011-08-16,control,M,50s,73,1,31,16,248,429.11999999999995
2011-05-11,control,F,40s,47,1,22,9,118,156.01999999999998
2011-09-02,control,F,40s,133,2,68,37,537,959.2800000000001
2010-12-03,test,M,40s,258,1,123,66,179,309.53999999999996
2011-09-08,control,F,30s,42,1,20,8,52,126.74000000000001
2011-09-01,test,F,40s,98,1,45,23,530,345.1
2011-05-04,test,M,30s,122,1,60,32,117,271.8299999999999
2011-01-06,test,F,40s,58,1,24,16,288,623.6800000000001
2011-10-26,control,M,20s,105,1,55,32,213,423.81
2011-03-11,test,M,20s,18,1,6,4,21,57.449999999999996
2011-02-28,test,M,30s,26,1,13,7,55,176.5
2011-10-24,control,F,20s,36,1,18,10,90,156.09999999999997
2011-06-23,test,M,40s,86,1,44,20,166,305.70000000000005
2011-01-28,test,F,40s,30,1,14,9,117,358.9
2011-06-21,test,F,40s,45,1,21,10,95,302.39000000000004
2011-04-01,control,F,30s,36,1,13,8,200,297.12
2011-07-08,test,F,40s,10,1,5,2,2,9.2
2011-10-21,control,F,30s,99,1,52,23,178,547.3399999999999
2011-10-28,test,M,20s,37,1,14,12,312,1912.7999999999997
2011-10-24,control,F,30s,22,1,13,5,34,56.75
2011-11-11,test,F,50s,8,1,5,2,108,122.4
2011-10-19,test,M,50s,9,1,6,2,68,65.8
2011-03-17,control,M,40s,12,1,4,2,164,437.40000000000003
2011-04-07,control,M,30s,32,1,12,8,97,102.11999999999998
2011-01-21,test,M,20s,19,1,8,5,334,304.02
2011-07-13,control,M,20s,30,1,16,8,113,152.81
2011-09-05,control,F,30s,29,1,16,8,207,356.75
2011-08-10,test,F,20s,4,1,1,1,600,432.0
2011-02-18,test,M,20s,20,1,10,5,108,152.4
2011-05-11,test,M,40s,10,1,6,3,178,288.7
2011-06-21,control,M,50s,3,1,2,1,24,13.2
2011-02-18,test,M,30s,1,1,1,1,15,6.3
2011-09-22,test,M,40s,588,5,266,133,1591,2493.9999999999995
2011-05-15,test,M,20s,251,2,114,66,129,272.53999999999974
2011-06-10,control,M,50s,73,3,35,20,380,687.7600000000001
2010-12-14,control,F,20s,148,2,74,37,155,339.34999999999985
2011-08-22,test,M,40s,505,2,244,121,774,1420.68
2011-08-11,control,M,50s,255,2,115,63,830,1136.0500000000002
2011-10-14,test,F,50s,58,1,28,14,134,161.0
2011-11-20,control,F,20s,73,1,37,19,136,371.2
2011-11-08,control,F,20s,467,2,223,110,399,700.1000000000003
2011-11-14,test,F,50s,916,5,410,223,1108,2126.690000000002
2011-10-18,control,F,30s,281,3,120,69,1122,1756.14
2011-09-11,test,F,30s,217,1,100,50,81,203.0800000000001
2011-07-29,test,F,30s,231,3,105,60,718,730.3500000000001
2011-07-14,test,M,20s,295,1,135,72,865,2204.36
2011-09-25,control,F,50s,729,4,347,189,1580,2079.510000000001
2011-02-22,control,F,30s,246,1,116,64,495,825.0400000000001
2011-12-02,control,F,50s,88,1,42,22,39,124.83000000000001
2011-10-05,test,M,40s,71,1,29,16,251,406.53000000000003
2011-05-31,control,M,50s,230,3,108,62,413,1136.77
2011-07-18,test,F,30s,443,1,211,117,384,728.0600000000007
2011-05-24,control,F,40s,69,1,31,19,68,211.49999999999997
2011-04-03,test,F,20s,42,1,19,12,364,280.56
2011-09-15,test,F,20s,89,1,45,23,42,202.9
2011-08-21,control,M,50s,433,3,189,106,650,928.3999999999994
2011-06-10,test,M,30s,51,1,22,14,55,149.89
2011-09-12,test,M,40s,143,1,77,37,442,778.6499999999997
2011-03-21,control,M,20s,123,1,56,31,74,151.89999999999998
2011-11-21,test,M,30s,387,4,179,98,942,1273.2499999999998
2011-12-09,control,M,20s,202,2,101,55,786,1479.2799999999997
2011-11-22,test,M,40s,467,1,224,119,329,695.1899999999996
2011-05-06,control,M,20s,128,2,64,26,520,816.1200000000001
2011-07-27,control,F,40s,180,1,74,43,143,223.3899999999999
2011-08-15,control,M,20s,123,1,56,30,455,626.0600000000001
2011-04-28,test,F,50s,87,1,46,20,228,331.18
2011-11-10,control,M,20s,609,5,301,152,1230,2376.5299999999997
2011-03-20,control,M,50s,40,1,21,11,83,185.85
2011-11-29,test,M,40s,186,2,89,50,2126,3868.35
2010-12-10,test,F,40s,164,2,71,33,92,263.2999999999999
2011-05-24,test,M,50s,447,3,209,114,1019,1786.190000000001
2011-08-16,test,M,30s,73,1,41,18,365,600.66
2011-11-27,test,F,40s,364,1,163,92,135,263.21
2011-10-13,control,M,50s,129,1,65,31,268,314.1499999999999
2011-01-16,test,M,50s,93,1,52,25,83,161.3
2011-02-21,control,F,40s,312,1,141,78,418,732.3600000000004
2011-11-15,control,F,20s,130,2,67,38,415,626.43
2011-06-10,test,M,20s,19,1,7,4,25,147.75
2011-10-31,control,F,50s,50,1,27,13,223,427.92999999999995
2011-06-08,test,F,50s,57,2,27,16,397,300.19000000000005
2011-08-24,control,M,30s,36,1,14,10,90,161.94000000000003
2011-10-10,test,F,50s,154,1,68,40,376,685.6
2011-04-18,test,M,30s,61,1,30,14,6432,2949.1200000000003
2011-11-09,control,M,30s,162,1,86,43,703,1296.37
2011-09-11,test,M,40s,114,2,56,30,174,547.48
2011-02-24,control,M,40s,118,1,49,28,86,127.85999999999999
2011-06-30,test,M,50s,120,1,52,31,287,530.47
2011-03-31,test,M,40s,149,1,71,35,2271,3243.129999999999
2010-12-06,test,M,50s,66,1,29,16,67,214.32
2011-07-26,control,M,20s,189,3,91,49,1319,1968.4700000000003
2011-12-01,test,F,40s,100,3,40,23,400,1084.54
2011-11-09,control,M,20s,75,1,43,18,175,275.40999999999997
2011-06-27,test,M,30s,38,1,18,9,292,310.12
2011-02-17,control,F,40s,50,1,27,14,190,304.65999999999997
2011-01-12,control,F,50s,176,1,75,39,373,812.2500000000001
2011-05-26,test,M,20s,34,1,16,9,276,360.4800000000001
2011-10-28,control,M,30s,69,1,38,17,109,304.49
2011-01-31,test,F,40s,52,1,23,13,151,265.05
2011-05-03,test,M,20s,71,1,35,15,135,494.84999999999997
2011-05-05,control,M,40s,67,2,35,19,171,375.5799999999999
2011-05-25,control,F,50s,118,1,57,28,102,196.89999999999998
2011-09-14,test,M,20s,178,1,87,42,285,252.23000000000005
2011-10-18,control,F,20s,41,1,23,11,160,284.68
2011-12-01,control,M,50s,87,2,39,21,1461,1582.8500000000001
2011-10-28,control,M,20s,64,1,27,19,145,284.09
2011-11-28,control,M,40s,63,1,29,15,152,265.24
2011-04-07,test,M,40s,89,1,39,22,152,188.13000000000002
2011-04-12,control,M,40s,116,1,60,27,194,355.77000000000004
2011-07-20,control,F,20s,202,1,89,46,357,460.39000000000004
2011-07-08,control,F,20s,55,2,28,16,114,280.72
2011-11-10,control,M,30s,91,1,41,22,275,256.05999999999995
2011-10-19,test,F,50s,75,1,35,21,404,552.4
2011-10-09,control,M,50s,184,1,86,41,106,380.53
2011-05-04,control,M,50s,104,3,44,27,512,948.9400000000002
2011-07-20,control,F,30s,96,1,46,23,89,153.34000000000003
2011-01-11,test,M,50s,329,2,164,81,1290,1613.86
2011-05-20,control,F,20s,109,1,52,26,519,814.95
2011-06-23,control,M,20s,52,1,28,16,145,276.93000000000006
2011-05-12,test,F,30s,86,1,45,20,160,375.56
2011-11-23,control,F,40s,416,2,203,113,684,1488.0400000000002
2011-06-07,control,F,50s,84,1,40,19,139,418.44999999999993
2011-03-15,control,F,50s,76,1,35,17,192,271.5
2011-06-06,control,F,40s,137,3,58,32,213,507.4299999999999
2011-10-13,test,M,40s,76,1,40,21,25,84.39999999999998
2011-06-05,control,F,20s,266,2,126,69,477,893.7799999999999
2011-02-15,test,F,30s,98,1,38,24,236,397.0399999999999
2011-02-10,test,M,40s,72,1,34,19,50,85.86
2011-11-07,control,M,50s,42,1,18,11,128,306.20000000000005
2011-02-22,control,F,20s,60,1,30,16,474,402.66
2010-12-05,test,M,50s,67,1,39,16,101,209.84
2011-08-05,test,M,30s,65,1,24,14,216,463.9
2011-06-07,control,M,40s,90,1,37,18,296,450.4
2011-02-23,control,F,50s,50,1,25,16,37,151.55
2011-11-20,control,F,30s,124,1,54,30,318,554.3400000000001
2011-04-21,control,F,20s,101,2,40,24,164,456.39
2011-10-12,test,M,50s,121,2,56,28,493,778.82
2011-05-13,test,M,50s,25,1,15,7,102,309.6
2011-09-14,test,F,40s,132,2,61,36,302,591.1
2011-11-08,test,M,50s,67,2,33,13,94,223.67999999999998
2011-11-21,control,F,50s,75,1,39,18,82,362.48
2011-08-16,test,M,20s,66,1,36,19,452,613.9800000000001
2011-11-15,control,F,30s,50,1,25,16,164,365.40000000000003
2011-04-11,test,F,40s,14,1,8,5,52,134.8
2010-12-09,test,M,20s,112,1,49,26,66,165.65000000000003
2011-07-08,test,M,20s,102,1,58,27,95,185.81
2011-11-06,test,M,50s,16,1,6,4,24,148.44000000000003
2011-06-22,control,M,50s,60,1,28,16,429,335.87
2011-01-25,test,F,50s,91,1,37,24,141,199.32999999999998
2011-07-08,test,M,30s,102,2,45,29,427,523.6500000000001
2010-12-03,control,M,40s,134,1,65,31,356,736.28
2011-01-28,test,M,30s,36,1,16,8,74,313.7
2011-03-04,test,M,20s,56,1,27,16,224,240.68
2011-08-15,control,M,30s,160,1,75,41,1026,1221.3999999999999
2011-03-04,test,M,30s,70,1,27,16,125,317.25
2011-09-14,test,M,30s,87,1,46,18,214,551.64
2011-08-31,test,M,20s,44,1,22,14,100,275.7
2011-01-27,test,F,20s,21,1,11,6,110,242.42000000000002
2011-10-11,control,M,30s,47,2,25,12,294,388.03999999999996
2011-04-08,control,F,40s,46,1,21,11,63,183.15
2011-11-21,test,M,20s,45,2,20,12,537,619.0899999999999
2011-01-21,control,M,40s,30,1,18,8,8,23.799999999999997
2011-02-21,test,M,50s,13,1,8,5,336,567.8399999999999
2011-03-03,control,F,20s,17,1,9,4,53,166.04
2011-03-03,control,F,30s,39,1,18,9,97,137.10000000000002
2011-07-06,test,M,50s,31,2,19,8,341,682.7099999999999
2011-05-18,test,M,50s,95,1,42,24,223,380.9099999999999
2011-04-06,test,F,50s,44,1,17,12,26,72.9
2011-03-30,test,M,40s,28,1,15,7,60,303.32
2011-08-16,control,F,50s,31,1,13,8,44,166.60000000000002
2011-04-05,test,M,30s,89,1,46,22,45,114.64000000000001
2011-07-27,test,F,40s,47,1,25,11,148,145.32
2011-04-05,test,F,50s,65,1,25,16,202,316.0199999999999
2011-09-18,control,F,50s,48,1,23,11,218,757.7
2011-11-16,control,F,50s,4,1,3,1,1,21.0
2011-10-27,control,F,40s,34,1,18,8,94,437.5
2011-11-29,test,F,50s,5,1,2,1,100,179.0
2011-08-19,test,M,20s,11,1,4,3,24,94.80000000000001
2011-02-23,test,F,50s,28,1,16,7,42,123.30000000000001
2011-12-08,control,M,40s,9,1,4,2,12,34.68
2011-07-29,test,M,40s,15,1,8,3,8,41.6
2011-11-23,test,M,50s,6,1,2,2,24,94.80000000000001
2011-09-15,test,F,30s,4,1,2,1,1,2033.1
2011-04-18,test,F,20s,236,1,113,57,137,306.6199999999999
2011-07-10,control,M,30s,622,2,294,159,584,640.23
2011-06-28,test,F,30s,65,1,32,15,174,254.18000000000004
2011-10-23,test,M,30s,231,1,108,61,529,1205.8099999999995
2011-05-10,test,M,40s,273,1,128,65,222,647.7600000000002
2011-10-06,test,F,40s,525,2,273,134,1399,2771.650000000001
2011-11-02,control,M,50s,75,1,34,22,291,633.44
2011-11-23,test,F,50s,324,2,158,82,395,507.06999999999977
2011-08-07,control,M,50s,275,2,125,68,903,1558.45
2011-05-16,test,M,20s,258,3,123,63,637,1412.3800000000003
2011-11-23,control,M,20s,569,2,265,142,2232,10834.470000000003
2011-05-25,test,F,50s,119,2,58,34,130,297.8999999999999
2011-05-12,control,F,50s,212,2,106,56,550,1708.700000000001
2011-09-19,test,F,40s,249,2,114,62,264,557.7200000000001
2010-12-07,test,M,40s,106,1,48,28,201,569.0300000000001
2011-06-23,test,F,20s,84,1,43,21,434,801.0
2011-06-23,test,F,30s,97,2,51,25,164,303.4100000000001
2011-09-01,control,M,50s,136,3,66,37,1467,1523.7499999999998
2011-11-24,control,M,50s,1726,7,819,411,2680,4489.32
2011-05-19,control,M,20s,18,1,11,4,986,451.70000000000005
2011-10-02,test,F,20s,508,1,250,135,307,467.94999999999936
2011-12-06,control,M,50s,296,4,121,70,327,830.4999999999998
2011-08-19,test,F,50s,298,3,141,72,927,1238.5799999999995
2010-12-02,control,M,20s,146,1,72,38,441,786.7799999999999
2011-08-11,test,F,30s,519,2,241,130,439,721.6999999999998
2011-11-16,test,M,20s,386,4,197,106,1598,2045.7300000000007
2010-12-10,control,F,50s,78,1,37,18,178,309.40000000000003
2011-08-05,test,F,30s,212,2,105,54,303,635.83
2010-12-12,control,F,30s,34,1,16,10,51,106.75000000000001
2011-09-09,control,M,30s,106,1,43,25,1128,2243.7000000000003
2011-06-09,test,F,40s,96,2,38,22,503,605.5600000000002
