invoiceno,description,quantity,invoicedate,unitprice,discount,shippingcost,category,saleschannel,returnstatus,orderpriority
283734,Notebook,40,2020-01-12 05:00,59.5,0.21,19.09,Stationery,In-store,Not Returned,Medium
722794,Wireless Mouse,30,2020-01-12 06:00,60.15,0.36,15.3,Accessories,In-store,Not Returned,Medium
209751,T-shirt,42,2020-01-12 07:00,6.7,0.19,17.74,Apparel,In-store,Not Returned,Medium
481050,Backpack,43,2020-01-12 08:00,79.64,0.45,27.67,Furniture,Online,Not Returned,High
911774,Headphones,15,2020-01-12 09:00,13.24,0.39,29.7,Furniture,In-store,Returned,Medium
792517,Desk Lamp,43,2020-01-12 10:00,20.85,0.3,27.64,Apparel,In-store,Not Returned,High
561079,Notebook,9,2020-01-12 11:00,12.69,0.16,10.64,Stationery,In-store,Not Returned,Low
468452,Desk Lamp,20,2020-01-12 12:00,83.7,0.45,29.97,Apparel,In-store,Not Returned,Low
206081,T-shirt,4,2020-01-12 13:00,88.55,0.35,28.5,Accessories,Online,Not Returned,High
713333,Backpack,1,2020-01-12 14:00,97.76,0.4,29.28,Stationery,In-store,Not Returned,Low
658986,USB Cable,18,2020-01-12 15:00,17.39,0.41,22.2,Stationery,Online,Returned,High
210078,Desk Lamp,4,2020-01-12 16:00,85.16,0.19,26.56,Accessories,In-store,Not Returned,Low
967055,Wall Clock,28,2020-01-12 17:00,58.6,0.21,12.7,Stationery,Online,Not Returned,Low
122671,Wall Clock,7,2020-01-12 18:00,90.33,0.15,15.55,Furniture,Online,Returned,Low
518400,Desk Lamp,14,2020-01-12 19:00,29.94,0.05,18.71,Furniture,In-store,Not Returned,High
455528,Blue Pen,40,2020-01-12 20:00,28.45,0.38,27.06,Apparel,In-store,Not Returned,Medium
710490,Office Chair,38,2020-01-12 21:00,80.74,0.04,24.53,Furniture,Online,Not Returned,High
151663,Wireless Mouse,17,2020-01-12 22:00,25.52,0.06,15.36,Accessories,In-store,Not Returned,Medium
115708,USB Cable,39,2020-01-12 23:00,8.17,0.46,7.32,Accessories,In-store,Not Returned,High
978338,White Mug,6,2020-01-13 00:00,44.62,0.19,11.54,Furniture,In-store,Not Returned,Medium
411955,Notebook,26,2020-01-13 01:00,60.87,0.49,29.8,Apparel,In-store,Not Returned,Low
233883,T-shirt,41,2020-01-13 02:00,70.95,0.35,19.59,Accessories,In-store,Not Returned,Low
418394,Wall Clock,4,2020-01-13 03:00,14.99,0.33,5.17,Electronics,Online,Returned,High
212547,Wall Clock,-26,2020-01-13 04:00,-51.94,1.5234671839451164,,Stationery,In-store,Not Returned,High
659042,Blue Pen,13,2020-01-13 05:00,34.0,0.23,6.96,Electronics,In-store,Returned,High
851102,USB Cable,34,2020-01-13 06:00,45.44,0.12,20.06,Stationery,Online,Not Returned,Low
862002,Wall Clock,46,2020-01-13 07:00,10.52,0.32,5.84,Electronics,In-store,Not Returned,High
242483,T-shirt,18,2020-01-13 08:00,74.28,0.1,20.97,Furniture,In-store,Not Returned,High
758271,Blue Pen,24,2020-01-13 09:00,64.47,0.45,10.03,Furniture,In-store,Not Returned,High
314835,Wireless Mouse,30,2020-01-13 10:00,53.55,0.25,19.88,Stationery,Online,Not Returned,Low
501896,Wall Clock,10,2020-01-13 11:00,18.87,0.31,9.06,Accessories,In-store,Not Returned,Medium
184896,Office Chair,2,2020-01-13 12:00,18.11,0.31,9.28,Apparel,Online,Not Returned,Medium
577095,White Mug,43,2020-01-13 13:00,20.93,0.22,6.02,Accessories,Online,Not Returned,High
171295,Desk Lamp,29,2020-01-13 14:00,78.99,0.31,23.75,Furniture,In-store,Not Returned,Medium
843974,Office Chair,1,2020-01-13 15:00,36.68,0.13,16.97,Furniture,Online,Not Returned,Medium
987121,USB Cable,17,2020-01-13 16:00,38.12,0.43,17.87,Accessories,In-store,Not Returned,Medium
373255,Headphones,22,2020-01-13 17:00,36.17,0.3,23.22,Electronics,Online,Not Returned,High
399648,USB Cable,26,2020-01-13 18:00,13.63,0.36,21.17,Accessories,Online,Not Returned,High
757162,Wireless Mouse,10,2020-01-13 19:00,85.27,0.21,9.91,Apparel,In-store,Not Returned,Medium
108155,Headphones,8,2020-01-13 20:00,57.33,0.43,11.85,Accessories,Online,Not Returned,Medium
566872,Office Chair,20,2020-01-13 21:00,99.49,0.43,26.86,Electronics,In-store,Not Returned,Medium
925816,Notebook,22,2020-01-13 22:00,52.22,0.28,16.02,Apparel,In-store,Not Returned,Medium
474705,Backpack,48,2020-01-13 23:00,69.23,0.06,5.61,Stationery,Online,Not Returned,High
671542,White Mug,24,2020-01-14 00:00,81.18,0.28,21.57,Stationery,In-store,Not Returned,Medium
908350,Wall Clock,22,2020-01-14 01:00,81.86,0.22,8.31,Accessories,Online,Not Returned,High
710269,Wireless Mouse,-11,2020-01-14 02:00,-44.4,1.6477538873239466,,Apparel,Online,Not Returned,Low
654594,Office Chair,49,2020-01-14 03:00,38.66,0.24,6.78,Stationery,Online,Not Returned,Medium
247718,White Mug,28,2020-01-14 04:00,15.63,0.38,18.47,Furniture,Online,Not Returned,Low
408987,Desk Lamp,2,2020-01-14 05:00,77.17,0.39,19.29,Apparel,In-store,Not Returned,Low
745263,Backpack,42,2020-01-14 06:00,62.97,0.07,18.43,Electronics,Online,Not Returned,Medium
458745,Wall Clock,37,2020-01-14 07:00,17.88,0.32,6.31,Accessories,In-store,Not Returned,High
207512,USB Cable,4,2020-01-14 08:00,50.17,0.1,6.11,Apparel,Online,Not Returned,High
247443,Wireless Mouse,37,2020-01-14 09:00,57.41,0.1,13.55,Accessories,In-store,Not Returned,Medium
570587,Wireless Mouse,21,2020-01-14 10:00,86.65,0.04,28.08,Apparel,Online,Not Returned,High
473616,Notebook,26,2020-01-14 11:00,9.52,0.25,19.67,Furniture,Online,Not Returned,Low
757409,Backpack,15,2020-01-14 12:00,17.02,0.26,21.73,Accessories,Online,Not Returned,Medium
786976,White Mug,35,2020-01-14 13:00,53.85,0.29,10.35,Electronics,Online,Not Returned,High
465871,T-shirt,47,2020-01-14 14:00,5.53,0.11,20.94,Accessories,In-store,Not Returned,Low
475037,Backpack,15,2020-01-14 15:00,38.97,0.38,19.72,Accessories,In-store,Not Returned,Medium
907364,Wireless Mouse,22,2020-01-14 16:00,2.56,0.11,17.85,Electronics,Online,Not Returned,Medium
217796,USB Cable,1,2020-01-14 17:00,26.49,0.34,23.13,Furniture,In-store,Not Returned,High
391999,Office Chair,-18,2020-01-14 18:00,16.98,0.21,,Apparel,Online,Not Returned,Medium
292506,White Mug,10,2020-01-14 19:00,29.31,0.07,7.77,Accessories,Online,Not Returned,Low
798376,Blue Pen,-38,2020-01-14 20:00,-76.95,0.35,,Apparel,In-store,Not Returned,Low
369544,White Mug,48,2020-01-14 21:00,35.38,0.06,27.56,Electronics,Online,Returned,High
480002,USB Cable,1,2020-01-14 22:00,89.37,0.13,8.0,Stationery,Online,Not Returned,High
798002,T-shirt,12,2020-01-14 23:00,28.41,0.08,11.15,Electronics,Online,Not Returned,Low
639439,Office Chair,41,2020-01-15 00:00,13.71,0.22,15.81,Furniture,Online,Not Returned,High
690978,T-shirt,24,2020-01-15 01:00,6.94,0.38,9.97,Furniture,Online,Not Returned,Medium
628787,Office Chair,26,2020-01-15 02:00,99.22,0.19,14.37,Electronics,Online,Not Returned,Low
630583,Wireless Mouse,43,2020-01-15 03:00,10.51,0.16,15.78,Accessories,In-store,Not Returned,High
488215,Desk Lamp,2,2020-01-15 04:00,36.79,0.27,6.59,Electronics,In-store,Not Returned,Low
421184,Wall Clock,-39,2020-01-15 05:00,84.86,0.28,,Electronics,In-store,Not Returned,High
898615,T-shirt,19,2020-01-15 06:00,23.45,0.46,17.12,Electronics,Online,Not Returned,Low
522515,Wall Clock,25,2020-01-15 07:00,7.42,0.1,8.87,Electronics,In-store,Not Returned,Low
768234,Blue Pen,39,2020-01-15 08:00,54.62,0.21,24.93,Furniture,In-store,Not Returned,High
478480,Backpack,1,2020-01-15 09:00,4.46,0.08,28.32,Apparel,Online,Not Returned,Medium
132711,Notebook,31,2020-01-15 10:00,72.24,0.1,5.83,Stationery,Online,Not Returned,Low
891971,White Mug,4,2020-01-15 11:00,60.43,0.11,15.94,Electronics,In-store,Not Returned,Medium
601157,USB Cable,3,2020-01-15 12:00,23.94,0.24,19.59,Apparel,Online,Not Returned,Medium
284423,Wall Clock,36,2020-01-15 13:00,49.64,0.42,16.39,Furniture,Online,Not Returned,Medium
616349,Headphones,11,2020-01-15 14:00,1.66,0.49,27.35,Furniture,In-store,Not Returned,High
803714,Backpack,19,2020-01-15 15:00,54.66,0.47,21.01,Electronics,Online,Not Returned,Low
757917,Headphones,9,2020-01-15 16:00,77.72,0.29,8.88,Stationery,Online,Not Returned,Low
924792,T-shirt,42,2020-01-15 17:00,6.77,0.43,29.15,Accessories,Online,Not Returned,Low
837378,Backpack,41,2020-01-15 18:00,23.32,0.26,22.68,Apparel,Online,Not Returned,High
233272,Wall Clock,20,2020-01-15 19:00,62.74,0.3,6.09,Furniture,Online,Not Returned,High
867836,T-shirt,9,2020-01-15 20:00,5.75,0.21,25.84,Apparel,Online,Not Returned,High
802335,Desk Lamp,18,2020-01-15 21:00,81.72,0.02,18.38,Accessories,Online,Returned,Medium
907789,Backpack,45,2020-01-15 22:00,33.12,0.38,23.83,Stationery,Online,Returned,High
743409,Blue Pen,36,2020-01-15 23:00,21.89,0.3,25.23,Furniture,In-store,Not Returned,Low
177505,Wall Clock,42,2020-01-16 00:00,85.33,0.45,11.36,Stationery,Online,Not Returned,High
102869,Backpack,32,2020-01-16 01:00,65.78,0.04,28.56,Electronics,In-store,Not Returned,Medium
881474,Desk Lamp,4,2020-01-16 02:00,89.98,0.11,18.79,Accessories,Online,Not Returned,Medium
554351,Desk Lamp,30,2020-01-16 03:00,39.67,0.42,25.2,Accessories,Online,Not Returned,Low
412252,Headphones,11,2020-01-16 04:00,98.0,0.5,28.98,Stationery,In-store,Not Returned,Medium
736584,T-shirt,42,2020-01-16 05:00,95.54,0.46,28.49,Electronics,In-store,Not Returned,High
718467,Notebook,19,2020-01-16 06:00,57.43,0.43,10.65,Electronics,Online,Not Returned,Medium
190272,Wireless Mouse,18,2020-01-16 07:00,73.03,0.49,10.65,Stationery,Online,Not Returned,High
138467,Wireless Mouse,45,2020-01-16 08:00,37.86,0.1,9.98,Furniture,Online,Not Returned,Medium
909760,Wall Clock,5,2020-01-16 09:00,6.75,0.31,7.78,Accessories,In-store,Not Returned,Low
977844,Wireless Mouse,43,2020-01-16 10:00,33.67,0.37,5.69,Accessories,Online,Not Returned,Medium
580047,Headphones,38,2020-01-16 11:00,26.46,0.19,27.54,Accessories,Online,Not Returned,Medium
759347,T-shirt,19,2020-01-16 12:00,14.31,0.25,7.87,Apparel,Online,Not Returned,Low
158871,Notebook,20,2020-01-16 13:00,49.04,0.04,22.13,Electronics,In-store,Not Returned,High
228391,Notebook,2,2020-01-16 14:00,93.45,0.2,9.68,Accessories,In-store,Not Returned,Low
539430,Notebook,19,2020-01-16 15:00,88.51,0.48,26.57,Apparel,In-store,Not Returned,Low
710704,Blue Pen,37,2020-01-16 16:00,28.9,0.17,13.69,Stationery,In-store,Not Returned,Medium
956703,Wireless Mouse,43,2020-01-16 17:00,99.98,0.08,25.28,Stationery,In-store,Returned,Medium
930496,White Mug,11,2020-01-16 18:00,91.13,0.45,29.4,Apparel,Online,Not Returned,High
356687,Wireless Mouse,13,2020-01-16 19:00,10.29,0.05,12.01,Apparel,Online,Not Returned,Low
825451,Backpack,20,2020-01-16 20:00,25.01,0.1,7.52,Electronics,In-store,Not Returned,High
207450,Wireless Mouse,42,2020-01-16 21:00,33.58,0.49,27.09,Electronics,Online,Not Returned,High
271890,Blue Pen,42,2020-01-16 22:00,23.12,0.34,19.39,Furniture,In-store,Not Returned,Medium
538741,Headphones,2,2020-01-16 23:00,14.96,0.17,17.25,Accessories,Online,Not Returned,High
381974,Notebook,9,2020-01-17 00:00,40.76,0.33,10.95,Apparel,In-store,Not Returned,High
500109,Office Chair,45,2020-01-17 01:00,59.5,0.38,15.3,Apparel,Online,Returned,High
216381,USB Cable,7,2020-01-17 02:00,76.65,0.13,26.96,Furniture,In-store,Not Returned,High
573125,Backpack,4,2020-01-17 03:00,89.81,0.31,20.4,Apparel,In-store,Not Returned,High
671621,Wireless Mouse,48,2020-01-17 04:00,38.07,0.37,19.41,Stationery,In-store,Not Returned,Medium
234508,White Mug,2,2020-01-17 05:00,63.59,0.03,5.6,Accessories,In-store,Returned,Low
829650,Blue Pen,23,2020-01-17 06:00,48.11,0.36,13.09,Electronics,In-store,Not Returned,Low
962645,Backpack,1,2020-01-17 07:00,70.03,0.42,27.41,Accessories,Online,Not Returned,Low
499111,Wireless Mouse,49,2020-01-17 08:00,73.46,0.27,26.14,Electronics,In-store,Not Returned,Medium
250810,White Mug,5,2020-01-17 09:00,2.78,0.45,19.54,Stationery,Online,Returned,Medium
392890,Office Chair,32,2020-01-17 10:00,69.65,0.18,8.28,Furniture,In-store,Not Returned,Medium
673665,Backpack,19,2020-01-17 11:00,5.92,0.48,27.23,Stationery,Online,Not Returned,High
940477,Blue Pen,31,2020-01-17 12:00,23.43,0.31,21.54,Accessories,Online,Not Returned,Medium
460032,Wall Clock,4,2020-01-17 13:00,29.77,0.33,28.88,Furniture,Online,Not Returned,High
469599,Desk Lamp,7,2020-01-17 14:00,60.7,0.46,27.71,Stationery,Online,Not Returned,High
760960,Notebook,-15,2020-01-17 15:00,27.3,0.41,,Accessories,In-store,Returned,Low
850020,White Mug,33,2020-01-17 16:00,48.31,0.46,17.82,Stationery,In-store,Not Returned,High
979611,Headphones,6,2020-01-17 17:00,60.25,0.45,17.49,Apparel,Online,Not Returned,Medium
271836,Office Chair,34,2020-01-17 18:00,96.47,0.24,10.87,Furniture,Online,Not Returned,High
829903,USB Cable,15,2020-01-17 19:00,65.0,0.32,12.74,Furniture,In-store,Not Returned,Medium
145714,Headphones,28,2020-01-17 20:00,71.78,0.02,29.01,Apparel,Online,Not Returned,Medium
727234,Notebook,16,2020-01-17 21:00,35.23,0.08,6.34,Accessories,Online,Not Returned,High
996048,Wireless Mouse,21,2020-01-17 22:00,43.84,0.33,26.21,Furniture,Online,Not Returned,Medium
730271,Notebook,22,2020-01-17 23:00,14.4,0.21,22.87,Accessories,In-store,Not Returned,Low
566960,T-shirt,33,2020-01-18 00:00,34.78,0.38,6.79,Furniture,Online,Not Returned,High
811851,White Mug,35,2020-01-18 01:00,8.58,0.11,16.74,Electronics,Online,Not Returned,Medium
224123,Blue Pen,25,2020-01-18 02:00,37.79,0.24,14.02,Electronics,Online,Not Returned,High
405628,White Mug,40,2020-01-18 03:00,73.8,0.33,16.38,Apparel,Online,Not Returned,High
182989,Wall Clock,26,2020-01-18 04:00,70.16,0.29,16.03,Electronics,Online,Not Returned,Medium
398356,Blue Pen,19,2020-01-18 05:00,57.33,0.17,14.33,Electronics,Online,Not Returned,Low
929957,T-shirt,20,2020-01-18 06:00,48.45,0.15,10.62,Accessories,Online,Not Returned,Medium
278274,Wireless Mouse,30,2020-01-18 07:00,82.62,0.01,23.83,Furniture,In-store,Not Returned,Low
787995,USB Cable,-32,2020-01-18 08:00,-98.61,1.5807770446256528,,Accessories,Online,Not Returned,High
425352,Backpack,47,2020-01-18 09:00,99.29,0.01,29.26,Electronics,In-store,Not Returned,Low
920260,Wall Clock,36,2020-01-18 10:00,2.78,0.13,26.77,Stationery,In-store,Not Returned,Low
511927,Office Chair,20,2020-01-18 11:00,11.79,0.44,7.49,Apparel,In-store,Not Returned,Medium
889852,Wall Clock,41,2020-01-18 12:00,36.66,0.0,15.4,Accessories,Online,Not Returned,Medium
983184,Headphones,45,2020-01-18 13:00,63.79,0.15,24.98,Electronics,Online,Not Returned,Medium
231373,T-shirt,22,2020-01-18 14:00,63.28,0.23,23.39,Stationery,In-store,Not Returned,High
538452,Headphones,37,2020-01-18 15:00,86.73,0.34,20.53,Electronics,Online,Not Returned,Medium
215294,White Mug,27,2020-01-18 16:00,54.06,0.23,13.61,Electronics,Online,Not Returned,Medium
559451,USB Cable,32,2020-01-18 17:00,25.41,0.36,18.24,Electronics,In-store,Not Returned,High
748307,Wall Clock,46,2020-01-18 18:00,15.65,0.22,20.66,Apparel,In-store,Returned,Low
165726,USB Cable,22,2020-01-18 19:00,50.02,0.37,7.45,Stationery,In-store,Not Returned,High
241564,USB Cable,8,2020-01-18 20:00,97.94,0.11,9.64,Accessories,In-store,Returned,High
477812,Wireless Mouse,12,2020-01-18 21:00,60.08,0.09,7.12,Apparel,Online,Returned,Low
368246,White Mug,25,2020-01-18 22:00,9.67,0.05,8.52,Electronics,Online,Returned,Low
805696,Backpack,18,2020-01-18 23:00,5.62,0.27,29.57,Electronics,In-store,Returned,Low
218015,T-shirt,1,2020-01-19 00:00,70.12,0.08,22.67,Electronics,Online,Not Returned,Low
840674,Backpack,32,2020-01-19 01:00,70.58,0.05,29.65,Stationery,In-store,Not Returned,High
354079,Backpack,46,2020-01-19 02:00,60.27,0.32,11.21,Furniture,In-store,Not Returned,Medium
650929,Blue Pen,2,2020-01-19 03:00,71.03,0.09,10.09,Stationery,In-store,Not Returned,Low
789944,Wireless Mouse,36,2020-01-19 04:00,26.85,0.25,23.51,Electronics,Online,Returned,High
788105,Wall Clock,46,2020-01-19 05:00,46.85,0.22,24.77,Stationery,Online,Not Returned,Medium
613758,T-shirt,22,2020-01-19 06:00,55.49,0.21,25.58,Apparel,Online,Not Returned,Medium
465890,Notebook,16,2020-01-19 07:00,10.26,0.08,29.4,Electronics,In-store,Not Returned,High
545101,Office Chair,48,2020-01-19 08:00,93.11,0.23,9.65,Stationery,In-store,Not Returned,Medium
136631,Wall Clock,28,2020-01-19 09:00,69.36,0.48,27.99,Stationery,Online,Not Returned,High
866577,Office Chair,48,2020-01-19 10:00,87.15,0.4,16.42,Accessories,In-store,Not Returned,Medium
172991,Blue Pen,36,2020-01-19 11:00,13.43,0.02,19.32,Electronics,Online,Returned,Medium
104014,Desk Lamp,16,2020-01-19 12:00,46.69,0.07,27.86,Accessories,In-store,Not Returned,High
373237,Wall Clock,35,2020-01-19 13:00,83.56,0.09,13.83,Electronics,Online,Not Returned,Low
118070,Wall Clock,33,2020-01-19 14:00,71.8,0.04,27.06,Accessories,Online,Not Returned,Low
922209,Headphones,25,2020-01-19 15:00,58.22,0.33,17.18,Furniture,In-store,Returned,Medium
156958,Office Chair,39,2020-01-19 16:00,2.24,0.02,13.49,Apparel,In-store,Not Returned,High
182074,Backpack,12,2020-01-19 17:00,55.08,0.5,10.01,Apparel,Online,Returned,Medium
635017,Wall Clock,16,2020-01-19 18:00,34.16,0.25,28.21,Accessories,Online,Not Returned,High
855073,T-shirt,36,2020-01-19 19:00,5.06,0.24,7.91,Apparel,Online,Not Returned,Low
276089,Notebook,33,2020-01-19 20:00,28.54,0.08,6.33,Electronics,In-store,Not Returned,High
297392,White Mug,48,2020-01-19 21:00,78.35,0.1,24.85,Furniture,In-store,Returned,Low
258823,White Mug,-47,2020-01-19 22:00,98.15,0.14,,Apparel,In-store,Returned,High
730152,Office Chair,36,2020-01-19 23:00,41.73,0.46,8.52,Electronics,Online,Not Returned,High
493002,T-shirt,36,2020-01-20 00:00,10.53,0.22,23.27,Electronics,In-store,Not Returned,Medium
833429,Backpack,49,2020-01-20 01:00,91.7,0.34,17.63,Accessories,Online,Not Returned,High
598863,T-shirt,28,2020-01-20 02:00,7.73,0.12,10.99,Stationery,Online,Returned,High
467654,Wireless Mouse,34,2020-01-20 03:00,32.73,0.19,24.42,Apparel,Online,Not Returned,Low
679036,T-shirt,16,2020-01-20 04:00,17.22,0.03,11.63,Electronics,In-store,Not Returned,Low
630089,Blue Pen,29,2020-01-20 05:00,25.96,0.46,22.85,Stationery,Online,Not Returned,High
250262,White Mug,29,2020-01-20 06:00,65.67,0.33,24.03,Stationery,In-store,Not Returned,High
542905,Backpack,24,2020-01-20 07:00,5.32,0.0,21.83,Electronics,Online,Returned,Medium
335362,Wireless Mouse,23,2020-01-20 08:00,38.77,0.3,6.86,Apparel,In-store,Not Returned,High
544209,White Mug,-43,2020-01-20 09:00,-1.47,1.330014402043576,,Electronics,Online,Returned,High
653880,Desk Lamp,4,2020-01-20 10:00,42.04,0.41,8.0,Stationery,Online,Not Returned,High
897079,Notebook,23,2020-01-20 11:00,46.85,0.24,20.14,Apparel,In-store,Not Returned,High
764076,Blue Pen,22,2020-01-20 12:00,83.39,0.09,18.69,Apparel,Online,Not Returned,Low
319963,Notebook,-27,2020-01-20 13:00,51.17,0.0,,Electronics,In-store,Returned,Medium
580761,Blue Pen,27,2020-01-20 14:00,16.64,0.39,28.79,Electronics,Online,Not Returned,Low
348710,Wall Clock,30,2020-01-20 15:00,60.56,0.39,27.65,Accessories,In-store,Not Returned,Medium
320984,Blue Pen,22,2020-01-20 16:00,25.85,0.03,26.12,Apparel,Online,Not Returned,Medium
997059,White Mug,6,2020-01-20 17:00,51.55,0.25,19.65,Accessories,Online,Not Returned,Low
956748,Notebook,27,2020-01-20 18:00,27.61,0.41,20.05,Accessories,In-store,Not Returned,High
882355,Notebook,22,2020-01-20 19:00,25.46,0.12,8.93,Stationery,Online,Not Returned,High
364512,T-shirt,-29,2020-01-20 20:00,-79.33,0.1,,Apparel,Online,Not Returned,Low
701863,Notebook,24,2020-01-20 21:00,51.24,0.19,29.51,Apparel,Online,Not Returned,Medium
368799,Backpack,33,2020-01-20 22:00,77.92,0.11,24.4,Accessories,In-store,Returned,Low
337549,T-shirt,30,2020-01-20 23:00,43.82,0.31,28.81,Stationery,In-store,Not Returned,High
694319,Wall Clock,22,2020-01-21 00:00,30.9,0.43,13.21,Stationery,In-store,Not Returned,High
584299,White Mug,7,2020-01-21 01:00,53.72,0.26,27.29,Stationery,In-store,Not Returned,Medium
712210,Blue Pen,9,2020-01-21 02:00,83.09,0.15,5.34,Electronics,In-store,Returned,Low
548982,Headphones,32,2020-01-21 03:00,11.58,0.01,26.74,Furniture,In-store,Not Returned,High
224046,Wireless Mouse,-41,2020-01-21 04:00,-97.18,0.18,,Accessories,In-store,Not Returned,Medium
506619,Office Chair,17,2020-01-21 05:00,51.82,0.33,21.91,Accessories,Online,Not Returned,High
132097,Wireless Mouse,22,2020-01-21 06:00,46.94,0.46,22.41,Electronics,In-store,Returned,Medium
766326,Blue Pen,26,2020-01-21 07:00,97.01,0.41,7.83,Electronics,Online,Not Returned,High
749150,Backpack,32,2020-01-21 08:00,35.96,0.08,9.52,Apparel,Online,Not Returned,Low
330229,Office Chair,29,2020-01-21 09:00,41.44,0.21,11.55,Apparel,In-store,Not Returned,Low
218834,Desk Lamp,37,2020-01-21 10:00,14.34,0.37,21.99,Electronics,Online,Not Returned,Medium
193848,Wireless Mouse,36,2020-01-21 11:00,88.77,0.09,29.01,Accessories,In-store,Not Returned,Medium
152921,T-shirt,46,2020-01-21 12:00,98.05,0.3,19.28,Furniture,Online,Not Returned,High
805086,USB Cable,42,2020-01-21 13:00,16.6,0.21,12.21,Furniture,Online,Not Returned,Medium
750429,Blue Pen,10,2020-01-21 14:00,94.97,0.1,6.73,Apparel,Online,Not Returned,High
805660,Desk Lamp,23,2020-01-21 15:00,1.81,0.13,14.29,Apparel,In-store,Not Returned,Medium
384821,Desk Lamp,5,2020-01-21 16:00,73.95,0.02,10.3,Accessories,Online,Not Returned,High
