event_date,variant_id,gender,age,impressions,users,clicks,purchases,revenue
2011-05-25,test,M,50s,18,1,18.0,142.0,314.70000000000005
2011-06-08,test,M,20s,36,1,36.0,681.0,891.4200000000002
2011-06-08,test,M,30s,56,1,56.0,205.0,336.84000000000003
2011-06-12,control,F,50s,16,1,16.0,96.0,302.24
2011-06-13,test,F,30s,80,1,80.0,130.0,259.07999999999987
2011-06-17,control,M,40s,36,1,36.0,170.0,233.52999999999997
2011-06-21,control,M,30s,30,1,30.0,104.0,195.9
2011-06-21,control,M,20s,29,1,29.0,1226.0,1966.66
2011-06-26,test,M,50s,27,1,27.0,408.0,667.0299999999999
2011-06-29,control,F,20s,15,1,15.0,147.0,282.23
2011-06-30,control,F,50s,16,1,16.0,38.0,264.80000000000007
2011-07-01,control,F,30s,22,1,22.0,239.0,306.75
2011-07-11,test,F,50s,96,2,96.0,962.0,1506.05
2011-07-13,control,F,50s,18,1,18.0,240.0,416.90000000000003
2011-07-13,control,M,50s,28,1,28.0,305.0,366.5199999999999
2011-07-14,control,M,50s,11,1,11.0,88.0,170.45
2011-07-15,control,F,40s,17,1,17.0,27.0,113.06000000000002
2011-07-26,test,F,20s,42,2,42.0,1539.0,2121.2000000000003
2011-08-01,test,F,40s,13,1,13.0,172.0,800.7600000000001
2011-08-08,test,F,50s,103,2,103.0,707.0,1329.1299999999997
2011-08-09,test,M,50s,41,2,41.0,302.0,621.7
2011-08-10,control,M,40s,88,1,88.0,1077.0,1127.3800000000006
2011-08-12,control,F,40s,24,1,24.0,55.0,153.85000000000002
2011-08-14,test,M,40s,13,1,13.0,166.0,188.40000000000003
2011-08-16,control,M,30s,8,1,8.0,77.0,194.55
2011-08-23,test,F,30s,85,1,85.0,224.0,552.6
2011-08-31,control,M,40s,1,1,1.0,216.0,386.64
2011-09-06,test,M,20s,30,1,30.0,326.0,556.2599999999999
2011-09-07,control,F,50s,17,1,17.0,342.0,588.3000000000002
2011-09-08,control,F,50s,63,1,63.0,459.0,405.4600000000001
2011-09-11,control,F,50s,217,1,217.0,723.0,818.9300000000012
2011-09-13,test,M,40s,34,2,34.0,368.0,609.02
2011-09-16,test,M,40s,79,1,79.0,487.0,1233.0100000000002
2011-09-20,test,F,30s,121,2,121.0,568.0,1162.37
2011-09-20,control,F,50s,32,1,32.0,254.0,630.2599999999998
2011-09-20,control,M,20s,27,2,27.0,207.0,504.72999999999996
2011-09-22,control,F,50s,54,1,54.0,642.0,869.5499999999997
2011-09-26,control,F,40s,16,1,16.0,166.0,223.92000000000002
2011-09-27,test,M,50s,3,1,3.0,56.0,142.38
2011-09-27,control,M,40s,22,1,22.0,97.0,226.50000000000003
2011-09-29,control,F,40s,14,1,14.0,204.0,303.68
2011-10-03,test,M,30s,20,2,20.0,100.0,3580.27
2011-10-03,test,F,50s,38,1,38.0,618.0,1315.38
2011-10-04,control,M,50s,8,1,8.0,1286.0,1110.36
2011-10-06,control,M,40s,133,3,133.0,486.0,788.6100000000002
2011-10-10,test,M,40s,55,2,55.0,206.0,436.9299999999999
2011-10-10,control,F,40s,7,1,7.0,148.0,120.3
2011-10-12,control,M,50s,1,1,1.0,18.0,6.48
2011-10-17,control,M,40s,2,1,2.0,246.0,482.4
2011-10-19,test,M,20s,117,4,117.0,907.0,2092.7200000000007
2011-10-19,test,M,30s,25,1,25.0,407.0,581.41
2011-10-21,test,M,40s,5,1,5.0,96.0,427.7
2011-10-25,control,F,40s,98,3,98.0,768.0,1405.22
2011-10-26,control,M,50s,150,4,150.0,909.0,2012.7100000000003
2011-10-26,control,F,30s,29,1,29.0,272.0,390.74
2011-11-01,test,F,40s,27,2,27.0,331.0,750.0800000000002
2011-11-03,test,F,40s,65,4,65.0,569.0,1547.1799999999998
2011-11-06,control,F,40s,97,1,97.0,166.0,367.92999999999984
2011-11-06,control,M,20s,141,2,141.0,1190.0,2006.9300000000003
2011-11-11,test,F,30s,110,2,110.0,289.0,488.55000000000007
2011-11-11,control,F,40s,95,2,95.0,758.0,1156.4
2011-11-14,control,F,40s,59,2,59.0,262.0,372.53999999999996
2011-11-15,test,M,30s,65,2,65.0,803.0,1144.7500000000007
2011-11-16,test,F,50s,11,1,11.0,221.0,450.95000000000005
2011-11-17,test,F,40s,46,1,46.0,107.0,159.64999999999995
2011-11-20,test,M,40s,56,1,56.0,272.0,316.42999999999995
2011-11-30,test,M,30s,168,3,168.0,920.0,1826.2600000000018
2011-11-30,test,M,20s,33,1,33.0,71.0,171.63
2011-11-30,test,F,40s,1,1,1.0,24.0,30.0
2011-12-02,control,M,40s,146,2,146.0,422.0,637.9599999999999
2011-12-04,control,F,50s,117,1,117.0,534.0,382.95999999999975
2011-12-06,control,F,40s,64,2,64.0,195.0,394.1699999999998
2011-12-07,test,F,20s,19,1,19.0,65.0,114.14
2011-12-07,test,F,30s,19,1,19.0,205.0,340.39000000000004
2011-12-08,test,M,40s,30,2,30.0,246.0,612.6899999999999
2010-12-05,test,F,20s,26,1,26.0,163.0,179.64
2010-12-05,test,F,30s,66,1,66.0,392.0,535.5999999999999
2010-12-06,control,M,50s,62,4,62.0,1826.0,3227.949999999999
2010-12-13,test,F,40s,7,1,7.0,336.0,418.9200000000001
2010-12-16,test,F,50s,87,2,87.0,348.0,526.91
2011-01-07,control,F,20s,1,1,1.0,2.0,9.3
2011-01-09,control,M,50s,30,1,30.0,66.0,267.20000000000005
2011-01-10,control,M,20s,33,1,33.0,365.0,434.04
2011-01-12,test,M,50s,12,2,12.0,149.0,400.0
2011-01-13,test,F,40s,10,1,10.0,109.0,397.79
2011-01-16,control,M,40s,1,1,1.0,648.0,810.0
2011-01-16,control,F,50s,26,1,26.0,274.0,156.00999999999996
2011-01-26,test,F,40s,4,1,4.0,156.0,193.79999999999998
2011-02-04,control,M,20s,53,1,53.0,159.0,347.2199999999998
2011-02-08,test,M,20s,3,1,3.0,11.0,52.349999999999994
2011-02-14,test,F,50s,15,1,15.0,269.0,321.05
2011-02-16,control,M,20s,59,4,59.0,1330.0,1828.23
2011-02-16,control,M,30s,60,2,60.0,868.0,1092.7100000000003
2011-02-24,test,F,50s,30,2,30.0,419.0,764.45
2011-03-01,control,M,50s,11,1,11.0,86.0,182.7
2011-03-03,test,F,30s,49,1,49.0,87.0,187.10999999999999
2011-03-03,test,F,20s,5,1,5.0,193.0,249.83999999999997
2011-03-07,test,M,20s,43,1,43.0,264.0,608.4499999999998
2011-03-07,test,M,30s,14,2,14.0,84.0,91.64999999999999
2011-03-07,control,F,20s,15,1,15.0,44.0,102.00000000000001
2011-03-08,control,M,30s,74,2,74.0,1300.0,1875.2900000000002
2011-03-08,control,M,20s,31,2,31.0,1501.0,1263.91
2011-03-18,control,M,20s,44,1,44.0,139.0,280.56999999999994
2011-03-23,control,F,40s,8,1,8.0,76.0,114.0
2011-03-24,control,M,20s,40,1,40.0,83.0,380.38999999999993
2011-03-24,control,M,30s,25,1,25.0,55.0,166.75000000000006
2011-03-31,test,F,40s,21,2,21.0,433.0,324.07000000000005
2011-04-03,control,M,50s,10,1,10.0,2341.0,1126.8300000000002
2011-04-04,test,M,20s,33,1,33.0,181.0,435.56
2011-04-04,test,M,30s,39,1,39.0,45.0,123.59000000000002
2011-04-08,control,M,30s,19,2,19.0,189.0,504.80000000000007
2011-04-10,test,F,40s,49,2,49.0,544.0,1041.0100000000002
2011-04-11,test,M,40s,20,1,20.0,146.0,310.26
2011-04-20,control,M,50s,70,5,70.0,869.0,1198.7899999999997
2011-04-27,control,F,50s,85,4,85.0,1062.0,1660.7399999999998
2011-04-27,test,M,50s,4,1,4.0,500.0,870.0
2011-04-28,control,M,20s,60,1,60.0,86.0,173.42999999999995
2011-05-01,test,M,30s,20,1,20.0,128.0,313.26000000000005
2011-05-06,test,M,50s,15,1,15.0,88.0,522.6
2011-05-13,control,F,50s,19,1,19.0,59.0,115.54000000000002
2011-05-19,control,F,40s,11,1,11.0,156.0,284.76000000000005
2011-05-20,control,M,40s,1,1,1.0,24.0,118.8
2011-05-22,control,M,50s,5,1,5.0,168.0,276.12
2011-06-01,test,M,20s,59,2,59.0,217.0,341.47999999999973
2011-06-08,control,M,50s,3,1,3.0,30.0,57.78
2011-06-17,test,F,40s,12,1,12.0,238.0,387.6599999999999
2011-06-19,control,M,20s,5,1,5.0,344.0,274.56
2011-06-26,control,M,40s,23,1,23.0,125.0,411.33
2011-06-30,test,F,50s,25,1,25.0,250.0,679.8800000000001
2011-07-06,control,M,40s,30,2,30.0,258.0,372.63
2011-07-10,test,F,20s,27,1,27.0,224.0,455.94999999999993
2011-07-10,test,F,30s,77,1,77.0,136.0,244.11999999999992
2011-07-11,control,M,50s,32,2,32.0,2220.0,1909.4000000000003
2011-07-13,test,M,40s,62,2,62.0,768.0,1282.9599999999998
2011-07-13,test,F,50s,36,2,36.0,529.0,760.5500000000002
2011-07-14,test,F,30s,5,1,5.0,6.0,30.5
2011-07-14,test,F,20s,3,1,3.0,12.0,95.4
2011-07-18,control,M,20s,29,1,29.0,382.0,675.7000000000002
2011-07-19,test,M,50s,12,1,12.0,207.0,358.57
2011-07-25,test,F,30s,120,2,120.0,1064.0,1122.26
2011-07-26,test,M,50s,13,1,13.0,110.0,214.82
2011-07-31,control,F,20s,71,2,71.0,168.0,513.9299999999998
2011-08-04,test,M,50s,31,1,31.0,152.0,788.8700000000001
2011-08-04,control,F,50s,54,1,54.0,267.0,372.24000000000007
2011-08-14,control,M,40s,10,1,10.0,131.0,193.75
2011-08-15,control,F,20s,44,1,44.0,629.0,1706.88
2011-08-17,test,F,30s,111,2,111.0,546.0,1008.4500000000002
2011-08-17,test,F,20s,3,1,3.0,2084.0,2209.04
2011-08-22,control,M,40s,9,1,9.0,224.0,305.02
2011-08-22,test,F,20s,1,1,1.0,48.0,408.0
2011-08-25,test,F,50s,21,2,21.0,246.0,425.76
2011-08-25,control,M,30s,22,2,22.0,215.0,589.7900000000001
2011-08-25,control,M,20s,33,2,33.0,340.0,882.8199999999996
2011-08-26,control,F,30s,4,1,4.0,258.0,301.91999999999996
2011-08-26,control,F,20s,20,1,20.0,191.0,278.73999999999995
2011-09-05,test,M,50s,70,3,70.0,989.0,2497.95
2011-09-11,control,M,20s,31,1,31.0,58.0,92.38
2011-09-12,control,M,40s,24,3,24.0,722.0,1099.56
2011-09-14,control,F,50s,11,1,11.0,400.0,737.7999999999998
2011-09-15,control,F,50s,42,1,42.0,416.0,679.68
2011-09-19,control,M,20s,14,1,14.0,1236.0,1043.1
2011-09-26,test,F,50s,15,1,15.0,76.0,225.76
2011-09-28,control,F,40s,15,1,15.0,149.0,282.69
2011-09-29,control,M,40s,29,1,29.0,338.0,576.65
2011-09-30,control,F,20s,13,1,13.0,239.0,400.61
2011-10-07,control,M,50s,137,2,137.0,410.0,935.2200000000006
2011-10-13,test,F,40s,10,1,10.0,52.0,166.6
2011-10-17,test,M,40s,2,1,2.0,2.0,622.04
2011-10-17,test,F,20s,5,1,5.0,74.0,331.9
2011-10-17,test,F,30s,85,1,85.0,239.0,413.98999999999995
2011-10-18,control,M,30s,15,1,15.0,128.0,223.35999999999999
2011-10-18,control,M,20s,52,4,52.0,665.0,900.4799999999999
2011-10-18,test,M,30s,12,1,12.0,108.0,301.40000000000003
2011-10-19,control,F,20s,6,1,6.0,78.0,85.8
2011-10-19,control,M,20s,72,2,72.0,628.0,1408.12
2011-10-20,control,M,40s,1,1,1.0,20.0,41.6
2011-10-23,test,F,40s,141,2,141.0,332.0,488.58000000000015
2011-10-25,test,F,30s,39,1,39.0,227.0,305.06000000000006
2011-10-25,test,M,50s,36,2,36.0,411.0,485.71
2011-10-25,test,F,20s,46,1,46.0,649.0,1462.4499999999998
2011-10-27,test,M,50s,20,2,20.0,298.0,601.6999999999998
2011-10-30,control,F,50s,127,3,127.0,1216.0,2979.380000000001
2011-10-31,test,M,40s,67,1,67.0,373.0,1014.5500000000005
2011-11-03,control,M,40s,25,1,25.0,376.0,656.9499999999998
2011-11-03,test,M,50s,29,1,29.0,336.0,528.0799999999999
2011-11-07,control,F,20s,14,1,14.0,65.0,166.92
2011-11-09,control,F,30s,21,2,21.0,190.0,822.6700000000001
2011-11-10,control,F,20s,21,1,21.0,342.0,288.14
2011-11-10,control,F,30s,86,3,86.0,258.0,666.7399999999998
2011-11-11,test,M,30s,216,4,216.0,1389.0,1803.4899999999996
2011-11-11,control,M,50s,40,1,40.0,611.0,1136.6799999999998
2011-11-11,test,M,20s,44,2,44.0,446.0,645.8600000000002
2011-11-14,test,M,50s,38,2,38.0,208.0,469.47999999999996
2011-11-18,control,F,50s,37,2,37.0,423.0,719.2
2011-11-24,control,F,50s,69,2,69.0,741.0,2062.4599999999996
2011-11-24,test,F,30s,123,3,123.0,580.0,699.6999999999999
2011-11-27,test,M,20s,117,3,117.0,939.0,1049.13
2011-11-29,control,M,40s,2,2,2.0,72.0,67.92
2011-11-30,control,M,40s,8,1,8.0,140.0,991.1999999999999
2011-12-07,test,M,40s,74,2,74.0,390.0,959.5699999999999
2011-12-09,test,F,40s,39,2,39.0,628.0,1255.35
2010-12-01,test,F,50s,86,3,86.0,371.0,770.83
2010-12-02,control,F,20s,33,3,33.0,756.0,925.28
2010-12-07,control,F,30s,31,1,31.0,139.0,338.69999999999993
2010-12-08,test,F,30s,30,2,30.0,347.0,447.28999999999996
2010-12-09,control,F,20s,17,1,17.0,48.0,119.45000000000002
2010-12-14,test,F,50s,17,2,17.0,128.0,254.12
2010-12-16,control,M,50s,109,8,109.0,1229.0,2171.99
2010-12-20,test,F,40s,18,1,18.0,62.0,221.40000000000003
2010-12-22,test,F,30s,58,2,58.0,826.0,736.0600000000001
2010-12-23,test,M,30s,3,1,3.0,120.0,344.88
2011-01-05,control,M,50s,6,1,6.0,224.0,229.56
2011-01-09,test,M,40s,36,1,36.0,171.0,380.68
2011-01-12,control,M,40s,16,1,16.0,144.0,547.5
2011-01-14,test,F,40s,10,1,10.0,78.0,225.9
2011-01-24,control,M,30s,5,1,5.0,109.0,163.49999999999997
2011-01-24,control,F,30s,73,2,73.0,296.0,601.2599999999999
2011-01-27,control,M,50s,44,2,44.0,97.0,181.29
2011-01-27,test,M,50s,19,1,19.0,210.0,283.74
2011-01-28,control,F,50s,36,2,36.0,303.0,700.7399999999999
2011-02-09,test,F,50s,53,2,53.0,553.0,1071.17
2011-02-11,test,F,30s,71,2,71.0,911.0,2691.2499999999995
2011-02-15,control,F,40s,18,1,18.0,52.0,120.16
2011-02-18,control,M,20s,36,2,36.0,461.0,730.76
2011-02-20,test,F,20s,73,1,73.0,107.0,298.3799999999999
2011-02-25,test,M,50s,12,1,12.0,85.0,234.15
2011-03-01,test,F,30s,48,1,48.0,257.0,272.05000000000007
2011-03-09,control,M,20s,40,1,40.0,314.0,924.5400000000001
2011-03-10,control,M,30s,16,1,16.0,167.0,185.14999999999998
2011-03-10,control,F,30s,34,2,34.0,363.0,528.45
2011-03-10,test,F,40s,16,1,16.0,246.0,209.94000000000005
2011-03-11,test,F,20s,1,1,1.0,480.0,345.6
2011-03-17,test,F,40s,1,1,1.0,12.0,71.4
2011-03-17,test,M,20s,8,1,8.0,388.0,606.84
2011-03-17,test,M,30s,24,1,24.0,34.0,101.35000000000002
2011-03-23,test,M,40s,32,1,32.0,404.0,589.4
2011-03-25,test,M,50s,9,1,9.0,864.0,1490.88
2011-03-25,control,M,50s,15,1,15.0,99.0,161.89000000000004
2011-03-28,control,F,20s,20,1,20.0,178.0,329.44
2011-03-29,control,F,40s,32,2,32.0,507.0,594.0500000000003
2011-03-29,test,F,40s,8,1,8.0,48.0,113.3
2011-03-31,control,M,50s,12,1,12.0,246.0,301.6
2011-04-01,test,M,50s,40,2,40.0,424.0,524.0800000000002
2011-04-03,control,F,50s,95,1,95.0,515.0,704.5999999999999
2011-04-13,test,M,20s,114,4,114.0,774.0,1508.9000000000003
2011-04-13,test,M,30s,6,1,6.0,248.0,186.88000000000002
2011-04-14,control,M,40s,13,1,13.0,356.0,391.03999999999996
2011-04-14,test,F,50s,8,1,8.0,338.0,301.42
2011-04-26,control,M,20s,6,1,6.0,26.0,103.30000000000001
2011-05-09,control,M,40s,17,1,17.0,89.0,147.15000000000003
2011-05-12,control,F,40s,36,2,36.0,737.0,1181.6999999999998
2011-05-12,control,M,20s,79,2,79.0,328.0,1201.35
2011-05-12,control,M,30s,8,1,8.0,222.0,281.65999999999997
2011-05-17,control,M,50s,33,1,33.0,180.0,326.4800000000001
2011-05-18,control,M,20s,50,2,50.0,544.0,1259.9299999999998
2011-05-23,test,M,20s,35,2,35.0,295.0,870.75
2011-05-23,test,F,20s,1,1,1.0,24.0,204.0
2011-05-23,test,F,30s,80,1,80.0,179.0,320.47999999999996
2011-05-23,test,M,30s,4,1,4.0,180.0,109.80000000000001
2011-05-24,test,F,30s,123,2,123.0,539.0,1197.0799999999997
2011-05-26,control,M,40s,16,1,16.0,590.0,330.4200000000001
2011-05-31,test,F,50s,115,2,115.0,686.0,1157.1700000000012
2011-06-02,test,M,50s,20,1,20.0,73.0,235.23000000000002
2011-06-03,control,M,40s,47,1,47.0,356.0,1109.3199999999997
2011-06-06,test,F,50s,38,2,38.0,278.0,745.74
2011-06-09,control,F,20s,16,2,16.0,332.0,771.0
2011-06-09,control,M,50s,53,2,53.0,303.0,597.8199999999999
2011-06-09,test,F,50s,55,2,55.0,350.0,673.2999999999997
2011-06-12,test,F,30s,24,1,24.0,40.0,110.78000000000002
2011-06-12,test,F,20s,32,1,32.0,688.0,375.04
2011-06-16,test,F,50s,20,1,20.0,153.0,376.77000000000004
2011-06-17,control,F,40s,29,1,29.0,378.0,654.1800000000002
2011-06-22,test,M,30s,65,1,65.0,389.0,291.98999999999995
2011-06-23,control,F,50s,22,1,22.0,197.0,330.11
2011-06-24,test,M,20s,10,1,10.0,162.0,229.26
2011-06-27,control,F,20s,9,1,9.0,58.0,171.98
2011-06-27,control,F,30s,68,2,68.0,242.0,330.41
2011-06-28,control,F,20s,24,2,24.0,956.0,355.5599999999999
2011-07-01,test,F,40s,3,1,3.0,132.0,351.48
2011-07-03,control,F,40s,32,1,32.0,171.0,155.79999999999998
2011-07-04,control,M,50s,15,1,15.0,270.0,457.3
2011-07-12,control,F,50s,15,1,15.0,146.0,305.1
2011-07-17,control,M,30s,9,1,9.0,133.0,250.95
2011-07-17,control,M,20s,25,1,25.0,68.0,140.76
2011-07-21,control,F,20s,31,2,31.0,331.0,378.9699999999999
2011-07-24,test,F,40s,3,1,3.0,144.0,354.24
2011-07-27,control,M,30s,72,2,72.0,723.0,1241.0600000000002
2011-07-27,control,M,20s,12,2,12.0,297.0,754.1999999999999
2011-08-03,control,M,30s,25,1,25.0,274.0,444.2200000000001
2011-08-03,control,M,20s,39,3,39.0,1661.0,1837.1599999999999
2011-08-04,test,F,40s,24,1,24.0,196.0,476.29999999999995
2011-08-07,control,M,40s,32,2,32.0,459.0,910.3100000000001
2011-08-10,control,F,30s,63,2,63.0,379.0,390.06999999999994
2011-08-12,control,M,20s,20,1,20.0,180.0,366.11
2011-08-21,test,F,40s,25,1,25.0,321.0,504.19
2011-08-24,test,M,50s,21,2,21.0,680.0,1294.9200000000003
2011-08-28,control,M,50s,1,1,1.0,12.0,35.400000000000006
2011-09-01,control,M,40s,16,1,16.0,98.0,125.55
2011-09-04,test,M,20s,70,1,70.0,223.0,457.8
2011-09-06,control,F,50s,43,1,43.0,707.0,2423.2700000000004
2011-09-06,control,M,50s,24,2,24.0,1744.0,1197.7600000000002
2011-09-06,test,F,20s,2,1,2.0,12.0,99.0
2011-09-06,test,F,30s,138,1,138.0,367.0,591.8599999999998
2011-09-08,control,M,30s,13,1,13.0,224.0,310.2
2011-09-09,test,M,40s,45,1,45.0,372.0,1087.6999999999998
2011-09-13,control,M,30s,30,2,30.0,110.0,278.54
2011-09-13,control,M,20s,30,1,30.0,361.0,679.69
2011-09-13,test,F,50s,23,1,23.0,157.0,431.96999999999997
2011-09-16,test,F,30s,116,1,116.0,1677.0,2582.7799999999993
2011-09-16,test,F,20s,16,1,16.0,170.0,271.28
2011-09-19,test,F,50s,2,1,2.0,20.0,75.0
2011-09-21,test,M,40s,14,1,14.0,254.0,315.1
2011-09-21,control,F,30s,22,1,22.0,458.0,569.34
2011-09-21,control,F,20s,33,2,33.0,760.0,1246.42
2011-09-22,test,F,20s,57,2,57.0,703.0,940.6700000000002
2011-09-22,control,M,20s,100,2,100.0,1038.0,2082.7799999999997
2011-09-22,control,M,30s,34,1,34.0,205.0,514.1299999999999
2011-09-23,control,M,50s,9,1,9.0,309.0,417.5
2011-09-25,test,M,50s,28,2,28.0,262.0,454.0499999999998
2011-09-27,control,F,50s,124,1,124.0,366.0,383.6599999999998
2011-09-28,control,M,50s,41,2,41.0,315.0,850.1500000000002
2011-09-28,test,F,30s,233,3,233.0,624.0,1504.780000000001
2011-09-29,test,F,30s,60,2,60.0,268.0,595.1
2011-09-29,test,F,20s,13,1,13.0,202.0,383.12
2011-09-30,test,F,40s,62,2,62.0,696.0,1788.6400000000006
2011-10-03,control,M,20s,21,1,21.0,279.0,607.33
2011-10-09,test,M,40s,20,1,20.0,49.0,129.93
2011-10-10,control,M,20s,113,2,113.0,249.0,591.1599999999995
2011-10-13,control,F,20s,30,1,30.0,318.0,429.41999999999996
2011-10-14,test,M,20s,32,2,32.0,190.0,322.96999999999997
2011-10-20,test,F,30s,21,2,21.0,308.0,864.9900000000004
2011-10-20,test,F,20s,27,1,27.0,39.0,119.25
2011-10-21,test,F,40s,53,2,53.0,654.0,745.3600000000004
2011-10-23,control,M,50s,17,1,17.0,38.0,211.10000000000002
2011-10-24,control,M,20s,62,1,62.0,8864.0,11523.2
2011-10-25,control,M,50s,3,2,3.0,1548.0,633.96
2011-11-01,test,M,20s,20,1,20.0,53.0,137.97000000000003
2011-11-01,control,F,40s,13,1,13.0,17.0,43.470000000000006
2011-11-02,control,M,40s,17,1,17.0,202.0,299.37999999999994
2011-11-10,test,F,20s,1,1,1.0,1000.0,1790.0
2011-11-10,test,F,30s,21,2,21.0,257.0,483.4000000000001
2011-11-15,control,M,50s,102,4,102.0,1746.0,1598.2600000000007
2011-11-15,test,F,20s,19,1,19.0,460.0,835.97
2011-11-16,control,M,50s,41,2,41.0,369.0,717.2500000000005
2011-11-18,test,M,20s,2,1,2.0,16.0,92.4
2011-11-20,control,M,40s,106,3,106.0,511.0,599.46
2011-11-20,test,F,20s,95,2,95.0,433.0,926.8899999999999
2011-11-20,test,F,30s,93,1,93.0,368.0,444.46999999999986
2011-11-21,test,F,50s,75,3,75.0,905.0,1391.4599999999998
2011-11-23,test,F,40s,11,1,11.0,111.0,219.22999999999996
2011-11-24,control,M,40s,2,1,2.0,36.0,39.480000000000004
2011-11-24,test,M,50s,59,2,59.0,258.0,412.03000000000003
2011-11-29,control,F,50s,7,1,7.0,407.0,444.87000000000006
2011-11-30,control,F,50s,16,1,16.0,129.0,271.75
2011-12-04,test,M,20s,55,1,55.0,94.0,212.14000000000004
2011-12-04,test,M,30s,106,3,106.0,525.0,873.8200000000004
2011-12-04,test,F,50s,17,1,17.0,149.0,240.66999999999996
2011-12-05,control,F,30s,133,5,133.0,652.0,1001.1900000000005
2011-12-05,control,F,20s,9,1,9.0,192.0,297.47999999999996
2011-12-05,test,M,40s,79,2,79.0,399.0,536.5100000000002
2011-12-06,test,M,30s,29,2,29.0,230.0,452.87000000000006
2011-12-06,test,M,20s,3,1,3.0,180.0,302.04
2011-12-06,control,M,40s,1,1,1.0,24.0,61.2
2011-12-07,control,M,20s,39,2,39.0,402.0,778.4699999999998
2010-12-01,test,F,20s,1,1,1.0,128.0,326.4
2010-12-01,test,F,30s,79,3,79.0,395.0,1136.7800000000007
2010-12-02,control,M,40s,50,1,50.0,142.0,210.24
2010-12-07,test,M,30s,1,1,1.0,2.0,19.9
2010-12-07,control,F,50s,5,1,5.0,20.0,139.0
2010-12-08,test,F,50s,86,1,86.0,1665.0,2671.27
2010-12-09,control,F,50s,52,3,52.0,559.0,1570.4500000000007
2010-12-10,test,M,40s,29,2,29.0,115.0,343.20000000000005
2010-12-14,test,F,30s,110,2,110.0,395.0,815.8500000000005
2010-12-16,control,M,20s,16,1,16.0,126.0,228.5
2011-01-05,control,M,20s,51,1,51.0,591.0,1145.3300000000002
2011-01-07,test,M,40s,37,2,37.0,398.0,835.8000000000001
2011-01-12,test,F,40s,12,2,12.0,430.0,1603.5
2011-01-17,test,M,40s,25,2,25.0,247.0,542.6500000000001
2011-01-19,test,F,30s,28,2,28.0,92.0,478.43
2011-01-23,control,M,30s,12,1,12.0,126.0,514.5
2011-01-24,control,M,50s,58,3,58.0,514.0,768.3000000000002
2011-01-24,test,M,20s,28,1,28.0,193.0,573.2099999999998
2011-01-26,control,M,40s,26,2,26.0,163.0,554.55
2011-01-27,control,M,30s,18,1,18.0,51.0,133.45000000000002
2011-01-27,control,M,20s,16,1,16.0,127.0,305.25
2011-01-27,test,M,20s,54,1,54.0,171.0,247.54
2011-01-28,control,F,20s,16,1,16.0,63.0,150.88
2011-02-04,test,F,50s,3,1,3.0,118.0,353.1
2011-02-09,control,M,20s,13,1,13.0,160.0,168.90000000000003
2011-02-09,control,F,40s,20,1,20.0,372.0,691.3599999999997
2011-02-09,control,M,30s,11,1,11.0,61.0,148.4
2011-02-11,control,M,20s,66,2,66.0,408.0,603.1100000000005
2011-02-16,test,M,30s,6,1,6.0,62.0,77.5
2011-02-16,test,M,20s,39,2,39.0,563.0,1095.6200000000001
2011-02-18,control,M,50s,15,1,15.0,149.0,298.73
2011-02-18,test,F,30s,1,1,1.0,2.0,5.1
2011-02-21,control,M,40s,48,1,48.0,548.0,773.6600000000001
2011-02-25,test,M,30s,20,1,20.0,141.0,389.50000000000006
2011-03-01,test,M,40s,12,1,12.0,255.0,307.61999999999995
2011-03-01,test,F,50s,44,2,44.0,326.0,276.12000000000006
2011-03-10,control,M,50s,38,2,38.0,390.0,590.4799999999998
2011-03-10,control,F,50s,29,1,29.0,87.0,124.95
2011-03-16,test,M,50s,66,3,66.0,1132.0,2553.0300000000007
2011-03-18,test,F,40s,16,1,16.0,203.0,302.6
2011-03-25,test,M,30s,23,1,23.0,264.0,357.9100000000001
2011-03-25,control,M,20s,99,2,99.0,628.0,1624.8600000000004
2011-03-25,test,M,20s,28,1,28.0,158.0,654.7500000000001
2011-03-28,test,M,20s,72,3,72.0,603.0,1084.9700000000005
2011-03-28,test,M,30s,14,1,14.0,183.0,469.05
2011-03-31,control,M,30s,8,1,8.0,906.0,375.35
2011-03-31,control,M,20s,2,1,2.0,4.0,11.8
2011-04-05,control,M,50s,2,1,2.0,120.0,594.0
2011-04-10,test,M,50s,26,1,26.0,190.0,476.49
2011-04-12,control,F,50s,22,1,22.0,380.0,314.52000000000004
2011-04-12,test,M,30s,7,1,7.0,180.0,311.16
2011-04-12,test,M,20s,43,1,43.0,358.0,317.32
2011-04-12,test,F,30s,14,1,14.0,129.0,293.96
2011-04-13,control,F,40s,6,1,6.0,50.0,110.1
2011-04-14,test,F,30s,165,3,165.0,965.0,2760.5699999999983
2011-04-14,control,F,30s,19,1,19.0,66.0,128.25
2011-04-14,control,F,20s,6,1,6.0,29.0,258.75
2011-04-15,test,M,20s,19,1,19.0,440.0,639.48
2011-04-17,control,M,40s,82,2,82.0,317.0,532.5099999999999
2011-04-18,test,F,40s,18,1,18.0,157.0,306.05
2011-04-19,control,F,50s,80,2,80.0,997.0,1726.1799999999994
2011-04-26,control,M,50s,8,1,8.0,260.0,314.91999999999996
2011-05-03,test,F,30s,103,2,103.0,382.0,701.7100000000002
2011-05-03,test,F,20s,55,2,55.0,218.0,464.56999999999994
2011-05-09,test,F,40s,2,1,2.0,26.0,38.3
