InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount,PaymentMethod,ShippingCost,Category,SalesChannel,ReturnStatus,ShipmentProvider,WarehouseLocation,OrderPriority
745914,SKU_1482,White Mug,11.00,2020-01-07 20:00,83.38,60352.00,Spain,0.35,Credit Card,21.57,Electronics,Online,Returned,DHL,Berlin,Medium
219176,SKU_1755,White Mug,42.00,2020-01-07 21:00,2.07,72043.00,United Kingdom,0.14,Credit Card,8.46,Electronics,Online,Not Returned,FedEx,Rome,Medium
318126,SKU_1644,Headphones,48.00,2020-01-07 22:00,49.42,75448.00,France,0.15,Bank Transfer,14.80,Electronics,In-store,Not Returned,FedEx,Berlin,High
222409,SKU_1072,Headphones,8.00,2020-01-08 00:00,84.97,94303.00,Netherlands,0.42,Credit Card,5.05,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,Medium
647707,SKU_1155,Wall Clock,4.00,2020-01-08 01:00,18.03,23776.00,Australia,0.12,paypall,19.85,Accessories,Online,Not Returned,Royal Mail,Paris,High
353618,SKU_1722,Office Chair,39.00,2020-01-08 02:00,72.72,32464.00,Italy,0.11,Credit Card,24.11,Stationery,In-store,Not Returned,Royal Mail,Rome,Medium
869598,SKU_1068,White Mug,42.00,2020-01-08 03:00,25.56,43533.00,Italy,0.27,Bank Transfer,10.56,Accessories,In-store,Not Returned,UPS,Berlin,Medium
150015,SKU_1470,Backpack,11.00,2020-01-08 04:00,83.63,78931.00,France,0.35,Credit Card,10.51,Apparel,Online,Not Returned,DHL,London,Low
872838,SKU_1491,Wall Clock,21.00,2020-01-08 05:00,32.07,0.00,Belgium,0.01,Credit Card,9.79,Stationery,In-store,Not Returned,FedEx,Paris,Medium
222096,SKU_1299,T-shirt,4.00,2020-01-08 06:00,5.05,58610.00,Norway,0.10,paypall,13.41,Stationery,Online,Not Returned,DHL,Rome,Medium
731347,SKU_1143,Office Chair,47.00,2020-01-08 07:00,5.68,20524.00,United Kingdom,0.49,paypall,28.50,Apparel,In-store,Not Returned,DHL,Paris,Medium
210687,SKU_1205,Office Chair,13.00,2020-01-08 09:00,89.57,92943.00,Portugal,0.47,Credit Card,8.81,Apparel,Online,Not Returned,UPS,Rome,High
974371,SKU_1917,Backpack,31.00,2020-01-08 10:00,74.85,17169.00,France,0.01,Credit Card,9.29,Electronics,Online,Not Returned,Royal Mail,Paris,Medium
511357,SKU_1712,Wireless Mouse,4.00,2020-01-08 11:00,97.17,37427.00,Sweden,0.38,Credit Card,27.23,Furniture,Online,Not Returned,FedEx,Berlin,Low
835716,SKU_1750,Desk Lamp,16.00,2020-01-08 12:00,91.50,25077.00,France,0.33,paypall,10.81,Furniture,In-store,Not Returned,UPS,Berlin,Low
205878,SKU_1406,Notebook,40.00,2020-01-08 13:00,71.99,61731.00,Norway,0.20,Bank Transfer,8.09,Accessories,Online,Returned,FedEx,Rome,Low
827270,SKU_1938,White Mug,49.00,2020-01-08 14:00,2.23,44711.00,Spain,0.36,Credit Card,14.89,Stationery,In-store,Not Returned,DHL,London,High
298286,SKU_1579,Wireless Mouse,42.00,2020-01-08 15:00,19.62,46971.00,Netherlands,0.28,paypall,24.27,Electronics,In-store,Not Returned,Royal Mail,Paris,Medium
873290,SKU_1682,Wall Clock,22.00,2020-01-08 16:00,22.65,20383.00,United Kingdom,0.32,Credit Card,15.26,Accessories,In-store,Not Returned,FedEx,Amsterdam,Medium
874684,SKU_1921,Desk Lamp,30.00,2020-01-08 17:00,28.71,54324.00,Italy,0.10,Credit Card,18.43,Accessories,Online,Not Returned,Royal Mail,Paris,High
264899,SKU_1296,Backpack,16.00,2020-01-08 18:00,27.83,90909.00,United Kingdom,0.24,Bank Transfer,16.59,Stationery,In-store,Not Returned,UPS,Paris,Low
424767,SKU_1581,White Mug,4.00,2020-01-08 19:00,19.90,22909.00,Sweden,0.17,paypall,5.99,Electronics,In-store,Not Returned,UPS,Rome,Medium
961882,SKU_1798,Wall Clock,25.00,2020-01-08 20:00,49.10,58651.00,Germany,0.46,Bank Transfer,25.20,Electronics,In-store,Not Returned,UPS,Paris,Low
979858,SKU_1528,White Mug,39.00,2020-01-08 21:00,96.14,48100.00,Italy,0.10,Credit Card,25.18,Electronics,Online,Not Returned,Royal Mail,Berlin,Low
479989,SKU_1136,Headphones,42.00,2020-01-08 22:00,5.56,58025.00,Italy,0.29,Bank Transfer,7.77,Accessories,In-store,Not Returned,Royal Mail,Berlin,Medium
515515,SKU_1218,Backpack,45.00,2020-01-08 23:00,17.82,37608.00,Spain,0.42,paypall,26.82,Electronics,Online,Returned,FedEx,Rome,High
143585,SKU_1822,Wall Clock,48.00,2020-01-09 00:00,37.10,77521.00,Sweden,0.16,Bank Transfer,28.10,Electronics,In-store,Not Returned,UPS,Amsterdam,Medium
471369,SKU_1517,White Mug,23.00,2020-01-09 01:00,61.35,26697.00,United Kingdom,0.22,Credit Card,28.16,Electronics,Online,Not Returned,Royal Mail,Berlin,High
164044,SKU_1709,Office Chair,46.00,2020-01-09 02:00,14.32,81596.00,United States,0.19,paypall,11.89,Stationery,In-store,Not Returned,Royal Mail,Amsterdam,High
542296,SKU_1447,Headphones,45.00,2020-01-09 03:00,56.42,0.00,Germany,0.42,Bank Transfer,25.27,Apparel,Online,Returned,UPS,Berlin,Medium
209556,SKU_1131,Headphones,2.00,2020-01-09 04:00,14.20,91737.00,United States,0.46,Bank Transfer,6.51,Furniture,Online,Not Returned,Royal Mail,London,High
626981,SKU_1362,Backpack,32.00,2020-01-09 05:00,21.19,47742.00,Australia,0.47,Bank Transfer,16.79,Furniture,Online,Not Returned,DHL,Rome,Low
981691,SKU_1962,Backpack,3.00,2020-01-09 06:00,2.73,0.00,Portugal,0.09,Credit Card,17.40,Accessories,In-store,Not Returned,UPS,,High
300235,SKU_1695,T-shirt,8.00,2020-01-09 08:00,26.85,41093.00,Sweden,0.12,Bank Transfer,17.41,Electronics,In-store,Not Returned,DHL,Paris,Medium
125939,SKU_1017,USB Cable,39.00,2020-01-09 09:00,61.55,90478.00,Netherlands,0.27,Bank Transfer,26.19,Accessories,In-store,Not Returned,FedEx,Berlin,Low
252906,SKU_1415,Office Chair,4.00,2020-01-09 10:00,25.53,14917.00,Sweden,0.12,Credit Card,17.47,Furniture,Online,Not Returned,Royal Mail,Rome,Low
642335,SKU_1724,Notebook,27.00,2020-01-09 11:00,92.74,58567.00,Australia,0.45,Bank Transfer,26.28,Electronics,In-store,Not Returned,UPS,Berlin,Medium
388249,SKU_1559,Wireless Mouse,36.00,2020-01-09 12:00,5.48,39410.00,Italy,0.07,Bank Transfer,6.80,Furniture,Online,Not Returned,UPS,Paris,Low
175766,SKU_1540,T-shirt,48.00,2020-01-09 13:00,49.92,33164.00,Germany,0.15,paypall,5.24,Electronics,In-store,Returned,FedEx,Paris,Low
508923,SKU_1927,White Mug,48.00,2020-01-09 14:00,33.36,70633.00,Norway,0.41,paypall,24.94,Furniture,In-store,Not Returned,Royal Mail,Berlin,Low
515192,SKU_1152,Notebook,9.00,2020-01-09 15:00,37.21,82942.00,United States,0.33,Credit Card,10.93,Stationery,Online,Returned,FedEx,Berlin,Medium
668550,SKU_1331,Notebook,8.00,2020-01-09 16:00,11.00,92576.00,Netherlands,0.26,Credit Card,22.73,Furniture,In-store,Not Returned,DHL,Berlin,Low
487261,SKU_1749,Notebook,14.00,2020-01-09 17:00,39.81,87074.00,Italy,0.12,Bank Transfer,22.60,Stationery,Online,Not Returned,Royal Mail,London,Medium
910208,SKU_1318,USB Cable,49.00,2020-01-09 18:00,73.62,52179.00,United States,0.45,Credit Card,29.87,Electronics,Online,Not Returned,DHL,London,High
785440,SKU_1776,Wireless Mouse,38.00,2020-01-09 19:00,68.71,24634.00,United States,0.28,Bank Transfer,23.26,Stationery,Online,Not Returned,FedEx,Rome,High
752664,SKU_1198,Office Chair,3.00,2020-01-09 20:00,91.96,87303.00,United States,0.49,Credit Card,14.46,Apparel,In-store,Not Returned,FedEx,Berlin,Low
554589,SKU_1525,Headphones,45.00,2020-01-09 21:00,6.88,47080.00,Sweden,0.38,Bank Transfer,23.49,Stationery,Online,Not Returned,DHL,Rome,Low
237848,SKU_1787,Headphones,10.00,2020-01-09 22:00,90.41,17613.00,France,0.44,paypall,20.95,Accessories,Online,Not Returned,UPS,Paris,Medium
717075,SKU_1979,White Mug,33.00,2020-01-09 23:00,45.68,26578.00,Netherlands,0.48,paypall,13.90,Apparel,In-store,Not Returned,FedEx,London,Medium
227948,SKU_1009,Office Chair,18.00,2020-01-10 00:00,42.63,0.00,United States,0.30,Credit Card,19.69,Stationery,In-store,Not Returned,UPS,Amsterdam,Low
679304,SKU_1138,T-shirt,38.00,2020-01-10 01:00,43.62,22601.00,Germany,0.28,Credit Card,23.87,Stationery,Online,Not Returned,DHL,Rome,Low
502690,SKU_1166,Backpack,27.00,2020-01-10 02:00,69.79,62939.00,Germany,0.31,Bank Transfer,22.87,Accessories,In-store,Not Returned,Royal Mail,Paris,Medium
599046,SKU_1146,White Mug,30.00,2020-01-10 03:00,45.35,65807.00,Belgium,0.24,Credit Card,26.70,Apparel,In-store,Not Returned,FedEx,Rome,Low
551269,SKU_1402,Backpack,10.00,2020-01-10 04:00,97.80,16090.00,Australia,0.27,Credit Card,9.03,Accessories,In-store,Not Returned,DHL,Amsterdam,Medium
121959,SKU_1756,Office Chair,40.00,2020-01-10 05:00,68.35,59504.00,Australia,0.20,Credit Card,10.70,Apparel,In-store,Not Returned,UPS,Paris,Medium
760890,SKU_1938,Desk Lamp,40.00,2020-01-10 06:00,60.98,45168.00,Belgium,0.33,Credit Card,22.52,Accessories,In-store,Not Returned,DHL,Berlin,Medium
850216,SKU_1444,Headphones,14.00,2020-01-10 07:00,16.59,27505.00,Germany,0.11,Bank Transfer,15.23,Furniture,In-store,Not Returned,DHL,Amsterdam,High
890180,SKU_1069,USB Cable,47.00,2020-01-10 08:00,24.55,73136.00,France,0.35,paypall,9.58,Electronics,In-store,Returned,FedEx,Amsterdam,High
328576,SKU_1327,Wall Clock,7.00,2020-01-10 09:00,68.38,0.00,Netherlands,0.14,Credit Card,16.63,Electronics,Online,Not Returned,FedEx,Paris,Medium
637833,SKU_1832,Blue Pen,11.00,2020-01-10 10:00,38.46,96110.00,Portugal,0.06,Credit Card,11.19,Apparel,Online,Not Returned,DHL,Paris,Low
265838,SKU_1918,White Mug,31.00,2020-01-10 11:00,76.92,40269.00,France,0.31,Bank Transfer,27.18,Accessories,Online,Not Returned,FedEx,London,Medium
435674,SKU_1615,USB Cable,26.00,2020-01-10 12:00,43.43,43144.00,Norway,0.40,Credit Card,14.71,Stationery,In-store,Not Returned,UPS,Berlin,High
979989,SKU_1228,Wireless Mouse,22.00,2020-01-10 13:00,87.31,62769.00,Netherlands,0.19,Credit Card,14.60,Furniture,Online,Not Returned,UPS,Rome,Low
161087,SKU_1827,Office Chair,6.00,2020-01-10 14:00,60.02,58309.00,United Kingdom,0.27,Bank Transfer,15.49,Apparel,Online,Not Returned,FedEx,London,High
693128,SKU_1649,White Mug,20.00,2020-01-10 15:00,84.59,0.00,Australia,0.49,paypall,22.17,Furniture,Online,Not Returned,FedEx,,Low
218451,SKU_1318,Wall Clock,43.00,2020-01-10 16:00,88.21,36263.00,Germany,0.19,Credit Card,15.59,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,Low
547600,SKU_1897,White Mug,15.00,2020-01-10 17:00,33.59,28493.00,Germany,0.05,Credit Card,10.87,Furniture,Online,Not Returned,UPS,Paris,Low
937437,SKU_1035,T-shirt,29.00,2020-01-10 18:00,39.91,43644.00,Germany,0.10,Bank Transfer,10.42,Stationery,In-store,Not Returned,FedEx,Amsterdam,Low
539792,SKU_1629,Wall Clock,31.00,2020-01-10 19:00,72.68,17586.00,Germany,0.47,Bank Transfer,25.65,Apparel,Online,Not Returned,UPS,Berlin,High
139353,SKU_1254,Wireless Mouse,10.00,2020-01-10 20:00,13.14,97802.00,France,0.18,paypall,15.02,Electronics,In-store,Not Returned,DHL,Amsterdam,High
293075,SKU_1312,Office Chair,14.00,2020-01-10 21:00,15.27,32750.00,Belgium,0.36,Credit Card,13.18,Accessories,In-store,Not Returned,DHL,Amsterdam,Low
314283,SKU_1961,Blue Pen,9.00,2020-01-10 22:00,82.35,54903.00,Belgium,0.25,Credit Card,28.06,Accessories,Online,Not Returned,UPS,Paris,Medium
414877,SKU_1334,Desk Lamp,24.00,2020-01-10 23:00,2.27,57019.00,Italy,0.26,Credit Card,20.52,Electronics,In-store,Not Returned,FedEx,Rome,High
165318,SKU_1019,Headphones,37.00,2020-01-11 00:00,4.72,65646.00,Germany,0.07,paypall,27.76,Stationery,In-store,Not Returned,UPS,Paris,High
865313,SKU_1297,T-shirt,28.00,2020-01-11 01:00,57.98,40868.00,Belgium,0.09,Credit Card,24.25,Furniture,Online,Not Returned,DHL,Rome,Low
582690,SKU_1020,Wireless Mouse,19.00,2020-01-11 02:00,96.33,79860.00,Netherlands,0.14,paypall,26.75,Apparel,Online,Returned,FedEx,Rome,High
516880,SKU_1477,Wireless Mouse,29.00,2020-01-11 03:00,93.34,85820.00,France,0.10,Credit Card,27.69,Electronics,In-store,Not Returned,FedEx,London,High
691460,SKU_1767,T-shirt,20.00,2020-01-11 04:00,44.66,38192.00,Portugal,0.33,Credit Card,24.92,Apparel,Online,Returned,DHL,Berlin,Medium
840976,SKU_1759,T-shirt,15.00,2020-01-11 05:00,80.11,53285.00,France,0.26,paypall,29.05,Apparel,In-store,Not Returned,UPS,Rome,Medium
881239,SKU_1471,Office Chair,40.00,2020-01-11 06:00,69.95,84794.00,Australia,0.35,Credit Card,20.23,Furniture,Online,Not Returned,DHL,Rome,High
193264,SKU_1961,USB Cable,36.00,2020-01-11 07:00,80.56,16744.00,United States,0.13,Bank Transfer,19.72,Accessories,Online,Not Returned,DHL,Amsterdam,High
870746,SKU_1677,White Mug,32.00,2020-01-11 08:00,25.03,47216.00,Norway,0.04,Bank Transfer,14.01,Accessories,Online,Not Returned,UPS,Berlin,Low
913168,SKU_1469,Desk Lamp,20.00,2020-01-11 09:00,33.33,16844.00,Portugal,0.43,paypall,25.47,Apparel,In-store,Not Returned,UPS,Rome,High
325281,SKU_1348,USB Cable,21.00,2020-01-11 10:00,77.91,45122.00,Sweden,0.34,Credit Card,18.12,Accessories,Online,Not Returned,UPS,Amsterdam,Low
737147,SKU_1766,Office Chair,36.00,2020-01-11 11:00,28.07,59068.00,Germany,0.45,Bank Transfer,8.76,Furniture,Online,Not Returned,UPS,Berlin,Low
998613,SKU_1589,Office Chair,28.00,2020-01-11 12:00,76.03,29977.00,Spain,0.13,Bank Transfer,14.05,Electronics,In-store,Not Returned,DHL,Paris,Medium
494070,SKU_1964,Office Chair,38.00,2020-01-11 13:00,75.52,47079.00,United States,0.29,Bank Transfer,25.86,Furniture,Online,Not Returned,UPS,Rome,Low
452228,SKU_1791,Blue Pen,6.00,2020-01-11 14:00,76.69,44289.00,Italy,0.21,Credit Card,27.65,Furniture,Online,Not Returned,UPS,Amsterdam,Medium
531839,SKU_1793,Headphones,5.00,2020-01-11 15:00,44.21,98008.00,Belgium,0.29,Bank Transfer,11.91,Apparel,Online,Not Returned,UPS,London,Medium
369536,SKU_1385,Wall Clock,7.00,2020-01-11 16:00,20.07,76447.00,Norway,0.09,paypall,8.98,Furniture,Online,Not Returned,UPS,London,Medium
417824,SKU_1941,Backpack,45.00,2020-01-11 17:00,10.47,76764.00,Belgium,0.38,paypall,25.98,Stationery,In-store,Not Returned,FedEx,Paris,Low
357426,SKU_1876,White Mug,47.00,2020-01-11 18:00,20.21,80754.00,Portugal,0.03,paypall,21.81,Furniture,Online,Returned,UPS,London,Low
277789,SKU_1545,Blue Pen,24.00,2020-01-11 19:00,49.59,33675.00,Italy,0.37,paypall,7.11,Accessories,Online,Not Returned,Royal Mail,London,High
613153,SKU_1445,White Mug,35.00,2020-01-11 20:00,26.84,48451.00,Portugal,0.30,paypall,14.47,Stationery,In-store,Not Returned,Royal Mail,Berlin,Medium
842452,SKU_1982,Office Chair,29.00,2020-01-11 21:00,86.01,52913.00,Spain,0.09,Credit Card,7.07,Apparel,Online,Not Returned,UPS,Amsterdam,Medium
225657,SKU_1098,USB Cable,14.00,2020-01-11 23:00,74.32,88985.00,Netherlands,0.38,Credit Card,28.76,Apparel,In-store,Not Returned,Royal Mail,Paris,Medium
335167,SKU_1654,Desk Lamp,35.00,2020-01-12 00:00,30.31,19125.00,Germany,0.08,Credit Card,6.06,Furniture,In-store,Not Returned,UPS,Rome,High
781669,SKU_1054,T-shirt,4.00,2020-01-12 01:00,47.54,11839.00,Spain,0.03,Bank Transfer,8.07,Accessories,In-store,Not Returned,DHL,Amsterdam,Low
580671,SKU_1002,Backpack,18.00,2020-01-12 02:00,63.78,17819.00,France,0.20,paypall,13.67,Apparel,Online,Not Returned,UPS,London,Low
819094,SKU_1331,Notebook,48.00,2020-01-12 03:00,44.99,40592.00,Portugal,0.15,paypall,7.98,Furniture,Online,Not Returned,FedEx,Amsterdam,Medium
170467,SKU_1933,Backpack,22.00,2020-01-12 04:00,79.66,71700.00,United Kingdom,0.30,Credit Card,6.70,Furniture,In-store,Not Returned,Royal Mail,Paris,Low
283734,SKU_1434,Notebook,40.00,2020-01-12 05:00,59.50,38593.00,United States,0.21,paypall,19.09,Stationery,In-store,Not Returned,Royal Mail,Berlin,Medium
722794,SKU_1912,Wireless Mouse,30.00,2020-01-12 06:00,60.15,13471.00,Italy,0.36,Bank Transfer,15.30,Accessories,In-store,Not Returned,DHL,London,Medium
209751,SKU_1485,T-shirt,42.00,2020-01-12 07:00,6.70,21894.00,Portugal,0.19,Bank Transfer,17.74,Apparel,In-store,Not Returned,DHL,Rome,Medium
481050,SKU_1218,Backpack,43.00,2020-01-12 08:00,79.64,24920.00,Germany,0.45,Credit Card,27.67,Furniture,Online,Not Returned,FedEx,London,High
911774,SKU_1210,Headphones,15.00,2020-01-12 09:00,13.24,0.00,Norway,0.39,Bank Transfer,29.70,Furniture,In-store,Returned,DHL,,Medium
792517,SKU_1816,Desk Lamp,43.00,2020-01-12 10:00,20.85,97126.00,Netherlands,0.30,Bank Transfer,27.64,Apparel,In-store,Not Returned,FedEx,Paris,High
561079,SKU_1495,Notebook,9.00,2020-01-12 11:00,12.69,75015.00,United Kingdom,0.16,paypall,10.64,Stationery,In-store,Not Returned,DHL,London,Low
468452,SKU_1660,Desk Lamp,20.00,2020-01-12 12:00,83.70,38443.00,Italy,0.45,Credit Card,29.97,Apparel,In-store,Not Returned,Royal Mail,Rome,Low
206081,SKU_1231,T-shirt,4.00,2020-01-12 13:00,88.55,0.00,Norway,0.35,Credit Card,28.50,Accessories,Online,Not Returned,DHL,,High
713333,SKU_1599,Backpack,1.00,2020-01-12 14:00,97.76,99931.00,Norway,0.40,Bank Transfer,29.28,Stationery,In-store,Not Returned,Royal Mail,Rome,Low
658986,SKU_1919,USB Cable,18.00,2020-01-12 15:00,17.39,97451.00,Spain,0.41,paypall,22.20,Stationery,Online,Returned,FedEx,Paris,High
210078,SKU_1722,Desk Lamp,4.00,2020-01-12 16:00,85.16,90190.00,Portugal,0.19,paypall,26.56,Accessories,In-store,Not Returned,UPS,Rome,Low
967055,SKU_1734,Wall Clock,28.00,2020-01-12 17:00,58.60,10577.00,Spain,0.21,Credit Card,12.70,Stationery,Online,Not Returned,Royal Mail,Berlin,Low
122671,SKU_1807,Wall Clock,7.00,2020-01-12 18:00,90.33,87209.00,France,0.15,Bank Transfer,15.55,Furniture,Online,Returned,UPS,London,Low
518400,SKU_1147,Desk Lamp,14.00,2020-01-12 19:00,29.94,67413.00,Sweden,0.05,paypall,18.71,Furniture,In-store,Not Returned,Royal Mail,Amsterdam,High
455528,SKU_1206,Blue Pen,40.00,2020-01-12 20:00,28.45,38196.00,Sweden,0.38,paypall,27.06,Apparel,In-store,Not Returned,FedEx,Berlin,Medium
710490,SKU_1359,Office Chair,38.00,2020-01-12 21:00,80.74,59477.00,Germany,0.04,paypall,24.53,Furniture,Online,Not Returned,DHL,Amsterdam,High
151663,SKU_1418,Wireless Mouse,17.00,2020-01-12 22:00,25.52,63558.00,Australia,0.06,paypall,15.36,Accessories,In-store,Not Returned,DHL,Paris,Medium
115708,SKU_1943,USB Cable,39.00,2020-01-12 23:00,8.17,16586.00,United Kingdom,0.46,Bank Transfer,7.32,Accessories,In-store,Not Returned,UPS,London,High
978338,SKU_1738,White Mug,6.00,2020-01-13 00:00,44.62,73585.00,United States,0.19,Credit Card,11.54,Furniture,In-store,Not Returned,FedEx,London,Medium
411955,SKU_1416,Notebook,26.00,2020-01-13 01:00,60.87,14482.00,United States,0.49,paypall,29.80,Apparel,In-store,Not Returned,Royal Mail,London,Low
233883,SKU_1871,T-shirt,41.00,2020-01-13 02:00,70.95,54005.00,Italy,0.35,Bank Transfer,19.59,Accessories,In-store,Not Returned,DHL,Berlin,Low
418394,SKU_1695,Wall Clock,4.00,2020-01-13 03:00,14.99,79598.00,United Kingdom,0.33,paypall,5.17,Electronics,Online,Returned,Royal Mail,Rome,High
659042,SKU_1181,Blue Pen,13.00,2020-01-13 05:00,34.00,65625.00,Belgium,0.23,paypall,6.96,Electronics,In-store,Returned,FedEx,Rome,High
851102,SKU_1555,USB Cable,34.00,2020-01-13 06:00,45.44,91270.00,Belgium,0.12,paypall,20.06,Stationery,Online,Not Returned,FedEx,Amsterdam,Low
862002,SKU_1209,Wall Clock,46.00,2020-01-13 07:00,10.52,74368.00,United Kingdom,0.32,Bank Transfer,5.84,Electronics,In-store,Not Returned,Royal Mail,Berlin,High
242483,SKU_1848,T-shirt,18.00,2020-01-13 08:00,74.28,32743.00,United Kingdom,0.10,paypall,20.97,Furniture,In-store,Not Returned,FedEx,London,High
758271,SKU_1967,Blue Pen,24.00,2020-01-13 09:00,64.47,0.00,Germany,0.45,Bank Transfer,10.03,Furniture,In-store,Not Returned,Royal Mail,Paris,High
314835,SKU_1249,Wireless Mouse,30.00,2020-01-13 10:00,53.55,30420.00,United Kingdom,0.25,Credit Card,19.88,Stationery,Online,Not Returned,UPS,Berlin,Low
501896,SKU_1511,Wall Clock,10.00,2020-01-13 11:00,18.87,92574.00,United Kingdom,0.31,Bank Transfer,9.06,Accessories,In-store,Not Returned,Royal Mail,Amsterdam,Medium
184896,SKU_1595,Office Chair,2.00,2020-01-13 12:00,18.11,87362.00,Australia,0.31,paypall,9.28,Apparel,Online,Not Returned,UPS,Amsterdam,Medium
577095,SKU_1138,White Mug,43.00,2020-01-13 13:00,20.93,78561.00,Sweden,0.22,Credit Card,6.02,Accessories,Online,Not Returned,FedEx,London,High
171295,SKU_1989,Desk Lamp,29.00,2020-01-13 14:00,78.99,95846.00,France,0.31,Credit Card,23.75,Furniture,In-store,Not Returned,FedEx,Amsterdam,Medium
843974,SKU_1986,Office Chair,1.00,2020-01-13 15:00,36.68,19976.00,Sweden,0.13,paypall,16.97,Furniture,Online,Not Returned,FedEx,Paris,Medium
987121,SKU_1230,USB Cable,17.00,2020-01-13 16:00,38.12,14626.00,Portugal,0.43,paypall,17.87,Accessories,In-store,Not Returned,DHL,Paris,Medium
373255,SKU_1909,Headphones,22.00,2020-01-13 17:00,36.17,66940.00,Portugal,0.30,Bank Transfer,23.22,Electronics,Online,Not Returned,DHL,Paris,High
399648,SKU_1937,USB Cable,26.00,2020-01-13 18:00,13.63,13846.00,Portugal,0.36,paypall,21.17,Accessories,Online,Not Returned,Royal Mail,Rome,High
757162,SKU_1974,Wireless Mouse,10.00,2020-01-13 19:00,85.27,34037.00,Portugal,0.21,Bank Transfer,9.91,Apparel,In-store,Not Returned,FedEx,Berlin,Medium
108155,SKU_1011,Headphones,8.00,2020-01-13 20:00,57.33,27902.00,Sweden,0.43,paypall,11.85,Accessories,Online,Not Returned,FedEx,Berlin,Medium
566872,SKU_1979,Office Chair,20.00,2020-01-13 21:00,99.49,66028.00,Spain,0.43,Bank Transfer,26.86,Electronics,In-store,Not Returned,FedEx,Paris,Medium
925816,SKU_1272,Notebook,22.00,2020-01-13 22:00,52.22,67413.00,Sweden,0.28,paypall,16.02,Apparel,In-store,Not Returned,UPS,London,Medium
474705,SKU_1487,Backpack,48.00,2020-01-13 23:00,69.23,83358.00,Italy,0.06,Bank Transfer,5.61,Stationery,Online,Not Returned,UPS,Berlin,High
671542,SKU_1089,White Mug,24.00,2020-01-14 00:00,81.18,22155.00,Belgium,0.28,Bank Transfer,21.57,Stationery,In-store,Not Returned,DHL,Paris,Medium
908350,SKU_1973,Wall Clock,22.00,2020-01-14 01:00,81.86,21037.00,Italy,0.22,Credit Card,8.31,Accessories,Online,Not Returned,Royal Mail,Rome,High
654594,SKU_1537,Office Chair,49.00,2020-01-14 03:00,38.66,45422.00,Australia,0.24,paypall,6.78,Stationery,Online,Not Returned,Royal Mail,Paris,Medium
247718,SKU_1942,White Mug,28.00,2020-01-14 04:00,15.63,31772.00,France,0.38,paypall,18.47,Furniture,Online,Not Returned,FedEx,Rome,Low
408987,SKU_1664,Desk Lamp,2.00,2020-01-14 05:00,77.17,48088.00,Italy,0.39,Credit Card,19.29,Apparel,In-store,Not Returned,UPS,Rome,Low
745263,SKU_1984,Backpack,42.00,2020-01-14 06:00,62.97,23492.00,Portugal,0.07,paypall,18.43,Electronics,Online,Not Returned,DHL,Amsterdam,Medium
